tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk,ndvi,month,year,day_of_week
2021-08-06,DKI5,57.0,94.0,31.0,20.0,12.0,52.0,94.0,PM25,SEDANG,33.3,22.8,0.6,3.0,14.6,92.0,19.72,27.5,72.0,77.0,1010.1,37.1,92.0,91.0,49.0,99.0,28.0,18.3,8.2,7.6,4.6,1011.8,1007.7,4.919999999999999,0.0081180081180081,0.0,0.0,,0.0,Friday,1,2021.0,2446687.0,0.4073625,8.0,2021.0,4.0
2021-08-07,DKI1,55.0,71.0,31.0,7.0,18.0,18.0,71.0,PM25,SEDANG,32.0,24.5,1.2,6.0,16.6,98.0,17.85,27.8,75.0,24.0,1010.7,37.1,98.0,90.0,55.0,50.0,2.0,22.0,10.3,11.9,5.9,1012.5,1008.3,12.36,0.0101909567626397,1.0,0.0,,1.0,Saturday,0,2021.0,1057465.0,0.3518624999999999,8.0,2021.0,5.0
2021-08-07,DKI2,63.0,79.0,53.0,8.0,48.0,16.0,79.0,PM25,SEDANG,31.5,25.0,1.6,8.0,19.5,92.0,18.49,28.0,74.0,21.0,1010.5,42.5,92.0,85.0,59.0,51.0,2.0,26.5,12.3,13.0,6.0,1012.3,1008.1,19.680000000000003,0.0121721919841662,1.0,0.0,,1.0,Saturday,0,2021.0,1788981.0,0.262675,8.0,2021.0,5.0
2021-08-07,DKI3,59.0,84.0,45.0,10.0,23.0,14.0,84.0,PM25,SEDANG,30.6,22.1,2.4,9.0,16.6,105.0,17.87,26.3,80.0,30.0,1003.4,35.6,105.0,93.0,62.0,46.0,1.0,19.0,8.9,6.8,4.4,1005.3,1001.2,21.36,0.0088698425353797,1.0,0.0,,1.0,Saturday,0,2021.0,2232442.0,0.4407375,8.0,2021.0,5.0
2021-08-07,DKI4,59.0,101.0,38.0,8.0,19.0,18.0,101.0,PM25,TIDAK SEHAT,31.3,23.6,1.1,8.0,17.0,101.0,17.79,27.1,77.0,27.0,1007.4,34.9,101.0,90.0,59.0,49.0,2.0,20.8,10.0,9.4,5.1,1009.4,1005.1,11.0,0.0099265435775263,1.0,0.0,,1.0,Saturday,0,2021.0,3051866.0,0.473425,8.0,2021.0,5.0
2021-08-07,DKI5,50.0,71.0,37.0,7.0,19.0,18.0,71.0,PM25,SEDANG,32.0,24.4,1.2,7.0,17.3,95.0,17.88,27.8,74.0,25.0,1009.8,39.2,95.0,88.0,56.0,57.0,4.0,21.9,9.8,11.5,4.7,1011.6,1007.4,11.76,0.0097048920578332,1.0,0.0,,1.0,Saturday,0,2021.0,2446687.0,0.404825,8.0,2021.0,5.0
2021-08-08,DKI1,53.0,69.0,33.0,6.0,23.0,16.0,69.0,PM25,SEDANG,32.6,23.4,1.1,4.0,12.1,83.0,19.38,27.8,79.0,37.0,1010.8,32.8,83.0,98.0,56.0,100.0,1.0,15.0,6.0,5.0,1.5,1012.8,1008.4,6.6000000000000005,0.0059358923624851,1.0,0.0,,1.0,Sunday,0,2021.0,1057465.0,0.35751875,8.0,2021.0,6.0
2021-08-08,DKI2,60.0,78.0,53.0,9.0,57.0,12.0,78.0,PM25,SEDANG,31.8,23.6,0.5,5.0,16.6,73.0,19.31,27.9,77.0,35.0,1010.5,38.2,73.0,95.0,58.0,97.0,2.0,19.8,8.4,6.1,3.5,1012.6,1008.2,4.2,0.0083127164769915,0.0,0.0,,1.0,Sunday,0,2021.0,1788981.0,0.2592625,8.0,2021.0,6.0
2021-08-08,DKI3,57.0,84.0,47.0,9.0,26.0,13.0,84.0,PM25,SEDANG,32.3,22.4,3.9,6.0,12.6,101.0,19.28,26.8,81.0,42.0,1003.4,28.4,101.0,97.0,58.0,100.0,2.0,13.4,4.9,6.1,1.1,1005.6,1001.1,19.11,0.0048833964520629,1.0,0.0,,1.0,Sunday,0,2021.0,2232442.0,0.44073125,8.0,2021.0,6.0
2021-08-08,DKI4,54.0,92.0,40.0,7.0,21.0,17.0,92.0,PM25,SEDANG,32.8,22.9,2.0,3.0,10.6,103.0,19.4,27.3,78.0,39.0,1007.5,29.5,103.0,97.0,56.0,100.0,1.0,14.3,6.3,4.3,1.8,1009.6,1005.1,12.6,0.0062531017369727,1.0,0.0,,1.0,Sunday,0,2021.0,3051866.0,0.4676875,8.0,2021.0,6.0
2021-08-08,DKI5,49.0,73.0,39.0,7.0,23.0,13.0,73.0,PM25,SEDANG,32.8,23.0,2.6,5.0,12.1,82.0,19.53,27.7,79.0,34.0,1009.9,34.2,82.0,97.0,55.0,93.0,1.0,15.7,6.4,5.4,2.2,1011.9,1007.5,16.64,0.0063372611149618,1.0,0.0,,1.0,Sunday,0,2021.0,2446687.0,0.4022875,8.0,2021.0,6.0
2021-08-09,DKI1,52.0,60.0,30.0,6.0,25.0,15.0,60.0,PM25,SEDANG,32.2,24.0,3.7,12.0,14.0,123.0,16.87,27.6,79.0,71.0,1009.9,32.0,123.0,95.0,57.0,100.0,22.0,17.9,7.3,5.8,2.6,1011.5,1007.1,27.01,0.0072284384592533,1.0,0.0,,0.0,Monday,1,2021.0,1057465.0,0.3631749999999999,8.0,2021.0,0.0
2021-08-09,DKI2,56.0,67.0,52.0,8.0,57.0,10.0,67.0,PM25,SEDANG,31.8,25.1,3.4,14.0,16.6,101.0,17.26,27.9,78.0,66.0,1009.6,36.4,101.0,95.0,58.0,99.0,27.0,21.2,9.0,8.6,4.2,1011.2,1006.8,30.6,0.0089144215530903,1.0,0.0,,0.0,Monday,1,2021.0,1788981.0,0.25585,8.0,2021.0,0.0
2021-08-09,DKI3,53.0,69.0,45.0,7.0,25.0,10.0,69.0,PM25,SEDANG,31.5,23.4,13.2,17.0,14.0,140.0,17.56,26.6,84.0,74.0,1002.6,31.3,140.0,96.0,60.0,100.0,31.0,16.2,6.2,5.4,1.9,1004.2,999.8,81.84,0.0061839218033113,1.0,0.0,,0.0,Monday,1,2021.0,2232442.0,0.440725,8.0,2021.0,0.0
2021-08-09,DKI4,48.0,82.0,40.0,6.0,26.0,16.0,82.0,PM25,SEDANG,31.7,23.9,6.2,14.0,14.4,130.0,17.06,27.1,81.0,71.0,1006.6,32.8,130.0,94.0,59.0,100.0,22.0,17.8,7.8,6.8,3.9,1008.3,1003.9,48.36,0.0077488575402344,1.0,0.0,,0.0,Monday,1,2021.0,3051866.0,0.46195,8.0,2021.0,0.0
2021-08-09,DKI5,45.0,61.0,39.0,4.0,21.0,14.0,61.0,PM25,SEDANG,32.1,23.9,7.8,13.0,13.3,125.0,17.06,27.5,80.0,71.0,1009.0,31.7,125.0,96.0,59.0,100.0,26.0,17.2,6.5,4.7,1.1,1010.7,1006.2,50.7,0.0064420218037661,1.0,0.0,,0.0,Monday,1,2021.0,2446687.0,0.39975,8.0,2021.0,0.0
2021-08-10,DKI1,32.0,50.0,25.0,7.0,29.0,16.0,50.0,PM25,BAIK,30.5,23.5,59.0,13.0,9.9,123.0,14.25,26.6,83.0,76.0,1009.9,25.9,123.0,96.0,64.0,100.0,16.0,16.6,5.8,7.2,3.3,1012.4,1006.9,342.2,0.0057431428854342,1.0,0.0,,0.0,Tuesday,1,2021.0,1057465.0,0.3688312499999999,8.0,2021.0,1.0
2021-08-10,DKI2,36.0,53.0,48.0,8.0,55.0,9.0,55.0,O3,SEDANG,30.2,23.8,47.0,13.0,11.7,117.0,14.93,26.5,84.0,79.0,1009.7,26.6,117.0,95.0,64.0,100.0,12.0,19.2,7.5,11.5,3.6,1012.2,1006.7,352.5,0.0074279488957115,1.0,0.0,,0.0,Tuesday,1,2021.0,1788981.0,0.2524375,8.0,2021.0,1.0
2021-08-10,DKI3,36.0,54.0,41.0,6.0,27.0,12.0,54.0,PM25,SEDANG,29.3,23.1,59.9,14.0,6.6,140.0,11.41,25.5,88.0,75.0,1002.6,24.5,140.0,97.0,71.0,100.0,14.0,12.5,4.3,7.2,2.2,1005.1,999.7,257.57,0.0042888489926191,1.0,0.0,,0.0,Tuesday,1,2021.0,2232442.0,0.44071875,8.0,2021.0,1.0
2021-08-10,DKI4,35.0,68.0,38.0,6.0,30.0,19.0,68.0,PM25,SEDANG,30.0,23.2,45.7,12.0,9.3,139.0,13.35,26.0,85.0,77.0,1006.6,26.3,139.0,97.0,66.0,100.0,12.0,14.5,5.0,3.6,1.4,1009.1,1003.6,228.5,0.0049672163719451,1.0,0.0,,0.0,Tuesday,1,2021.0,3051866.0,0.4562125,8.0,2021.0,1.0
2021-08-10,DKI5,26.0,52.0,27.0,6.0,24.0,14.0,52.0,PM25,SEDANG,30.6,23.8,90.6,13.0,8.7,119.0,14.0,26.5,84.0,75.0,1009.0,24.5,119.0,96.0,62.0,100.0,18.0,15.2,5.6,6.1,2.3,1011.5,1006.0,507.36,0.0055500495540138,1.0,0.0,,0.0,Tuesday,1,2021.0,2446687.0,0.3972125,8.0,2021.0,1.0
2021-08-11,DKI1,55.0,73.0,25.0,10.0,24.0,25.0,73.0,PM25,SEDANG,32.1,22.5,0.0,0.0,14.6,108.0,21.4,27.0,77.0,24.0,1010.2,38.2,108.0,97.0,51.0,86.0,0.0,17.4,7.3,9.4,2.6,1012.6,1007.6,0.0,0.0072262918234013,0.0,1.0,Islamic New Year,0.0,Wednesday,0,2021.0,1057465.0,0.3744875,8.0,2021.0,2.0
2021-08-11,DKI2,58.0,83.0,50.0,10.0,59.0,17.0,83.0,PM25,SEDANG,31.5,23.0,0.1,1.0,17.3,98.0,21.72,27.1,77.0,26.0,1010.0,37.1,98.0,96.0,53.0,89.0,0.0,18.6,7.8,6.1,2.8,1012.4,1007.5,0.78,0.0077227722772277,0.0,1.0,Islamic New Year,0.0,Wednesday,0,2021.0,1788981.0,0.249025,8.0,2021.0,2.0
2021-08-11,DKI3,61.0,88.0,44.0,12.0,30.0,14.0,88.0,PM25,SEDANG,31.4,22.0,0.0,0.0,12.3,116.0,22.05,26.6,77.0,32.0,1002.9,28.4,116.0,97.0,52.0,87.0,0.0,14.7,6.7,2.9,2.2,1005.3,1000.2,0.0,0.0066806261840662,0.0,1.0,Islamic New Year,0.0,Wednesday,0,2021.0,2232442.0,0.4407125,8.0,2021.0,2.0
2021-08-11,DKI4,56.0,102.0,39.0,11.0,27.0,23.0,102.0,PM25,TIDAK SEHAT,31.8,21.9,0.0,0.0,14.9,104.0,21.9,26.5,78.0,31.0,1006.9,31.3,104.0,99.0,52.0,87.0,0.0,15.8,6.8,6.1,2.6,1009.2,1004.3,0.0,0.0067534015294468,0.0,1.0,Islamic New Year,0.0,Wednesday,0,2021.0,3051866.0,0.450475,8.0,2021.0,2.0
2021-08-11,DKI5,54.0,92.0,29.0,11.0,25.0,25.0,92.0,PM25,SEDANG,31.7,22.8,0.0,0.0,13.5,108.0,21.21,27.1,76.0,28.0,1009.3,31.3,108.0,96.0,53.0,86.0,1.0,16.1,7.0,6.8,3.4,1011.7,1006.7,0.0,0.0069354998513821,0.0,1.0,Islamic New Year,0.0,Wednesday,0,2021.0,2446687.0,0.394675,8.0,2021.0,2.0
2021-08-12,DKI1,55.0,70.0,28.0,8.0,20.0,19.0,70.0,PM25,SEDANG,32.2,22.5,0.0,0.0,10.9,119.0,21.98,27.0,74.0,39.0,1011.4,25.2,119.0,94.0,46.0,98.0,1.0,13.2,5.8,6.8,1.1,1013.0,1009.6,0.0,0.0057346252719003,0.0,0.0,,0.0,Thursday,1,2021.0,1057465.0,0.38014375,8.0,2021.0,3.0
2021-08-12,DKI2,65.0,88.0,52.0,10.0,47.0,18.0,88.0,PM25,SEDANG,31.0,22.1,0.0,0.0,12.5,76.0,22.37,26.6,75.0,41.0,1011.2,28.8,76.0,96.0,53.0,98.0,1.0,13.3,5.7,7.2,1.5,1012.8,1009.5,0.0,0.0056368670886075,0.0,0.0,,0.0,Thursday,1,2021.0,1788981.0,0.2456125,8.0,2021.0,3.0
2021-08-12,DKI3,54.0,73.0,46.0,7.0,32.0,11.0,73.0,PM25,SEDANG,31.8,21.4,0.0,0.0,9.5,184.0,22.41,26.4,74.0,38.0,1004.0,20.9,184.0,93.0,46.0,96.0,0.0,13.2,5.9,5.4,1.3,1005.7,1002.2,0.0,0.0058764940239043,0.0,0.0,,0.0,Thursday,1,2021.0,2232442.0,0.4407062499999999,8.0,2021.0,3.0
2021-08-12,DKI4,57.0,104.0,40.0,8.0,21.0,20.0,104.0,PM25,TIDAK SEHAT,32.0,21.0,0.0,0.0,12.6,70.0,22.4,26.2,76.0,40.0,1008.1,25.9,70.0,98.0,43.0,99.0,0.0,11.4,4.8,3.2,0.8,1009.7,1006.2,0.0,0.0047614323975796,0.0,0.0,,0.0,Thursday,1,2021.0,3051866.0,0.4447375,8.0,2021.0,3.0
2021-08-12,DKI5,54.0,78.0,32.0,7.0,27.0,18.0,78.0,PM25,SEDANG,32.2,22.5,0.0,0.0,9.6,132.0,21.63,27.0,74.0,40.0,1010.5,22.7,132.0,92.0,48.0,98.0,0.0,13.1,5.7,5.8,2.3,1012.1,1008.7,0.0,0.0056407718951014,0.0,0.0,,0.0,Thursday,1,2021.0,2446687.0,0.3921375,8.0,2021.0,3.0
2021-08-13,DKI1,56.0,75.0,28.0,10.0,17.0,28.0,75.0,PM25,SEDANG,29.5,23.5,0.9,3.0,12.6,139.0,12.91,26.4,78.0,91.0,1010.4,34.6,139.0,89.0,65.0,100.0,19.0,13.7,5.4,2.5,1.1,1012.1,1008.2,4.86,0.0053444180522565,0.0,0.0,,0.0,Friday,1,2021.0,1057465.0,0.3858,8.0,2021.0,4.0
2021-08-13,DKI2,58.0,79.0,51.0,10.0,49.0,19.0,79.0,PM25,SEDANG,28.9,23.9,0.9,3.0,14.8,99.0,13.01,26.4,79.0,94.0,1010.1,41.8,99.0,86.0,68.0,100.0,37.0,15.3,6.0,4.7,1.9,1011.9,1007.9,5.4,0.0059400059400059,0.0,0.0,,0.0,Friday,1,2021.0,1788981.0,0.2422,8.0,2021.0,4.0
2021-08-13,DKI3,61.0,91.0,46.0,11.0,29.0,16.0,91.0,PM25,SEDANG,29.9,22.5,1.2,4.0,12.2,189.0,14.2,25.7,79.0,89.0,1003.0,31.3,189.0,90.0,59.0,100.0,5.0,14.5,6.0,4.3,1.6,1004.7,1000.9,7.199999999999999,0.0059820538384845,1.0,0.0,,0.0,Friday,1,2021.0,2232442.0,0.4407,8.0,2021.0,4.0
2021-08-13,DKI4,55.0,101.0,40.0,11.0,19.0,25.0,101.0,PM25,TIDAK SEHAT,29.4,22.9,1.8,5.0,11.2,119.0,13.59,26.0,79.0,93.0,1007.0,32.4,119.0,91.0,63.0,100.0,59.0,13.7,5.3,5.0,1.8,1008.8,1005.0,9.54,0.0052631578947368,1.0,0.0,,0.0,Friday,1,2021.0,3051866.0,0.439,8.0,2021.0,4.0
2021-08-13,DKI5,61.0,100.0,33.0,11.0,21.0,32.0,100.0,PM25,SEDANG,29.9,23.4,0.5,2.0,12.6,139.0,12.77,26.4,78.0,90.0,1009.5,35.6,139.0,88.0,64.0,100.0,4.0,13.8,5.1,2.5,1.5,1011.2,1007.3,2.55,0.0050520059435364,0.0,0.0,,0.0,Friday,1,2021.0,2446687.0,0.3896,8.0,2021.0,4.0
2021-08-14,DKI1,65.0,92.0,30.0,15.0,24.0,36.0,92.0,PM25,SEDANG,31.5,23.3,1.9,6.0,12.0,113.0,20.26,27.2,78.0,51.0,1008.8,38.5,113.0,92.0,58.0,97.0,2.0,15.9,5.9,5.4,2.2,1010.7,1005.9,11.21,0.0058485329103885,1.0,0.0,,1.0,Saturday,0,2021.0,1057465.0,0.3804437499999999,8.0,2021.0,5.0
2021-08-14,DKI2,69.0,94.0,53.0,11.0,53.0,21.0,94.0,PM25,SEDANG,30.9,23.9,1.2,5.0,13.3,85.0,20.78,27.1,78.0,48.0,1008.5,41.4,85.0,89.0,60.0,98.0,4.0,17.7,6.5,7.6,3.0,1010.4,1005.7,7.8,0.0064452156668319,1.0,0.0,,1.0,Saturday,0,2021.0,1788981.0,0.2284,8.0,2021.0,5.0
2021-08-14,DKI3,69.0,102.0,45.0,14.0,29.0,16.0,102.0,PM25,TIDAK SEHAT,31.2,22.5,1.6,5.0,13.9,66.0,20.17,26.6,78.0,52.0,1001.5,37.8,66.0,94.0,57.0,95.0,2.0,16.2,5.9,2.5,1.0,1003.3,998.8,9.44,0.0058911632551173,1.0,0.0,,1.0,Saturday,0,2021.0,2232442.0,0.4425125,8.0,2021.0,5.0
2021-08-14,DKI4,58.0,98.0,41.0,9.0,21.0,21.0,98.0,PM25,SEDANG,31.6,22.7,0.5,4.0,14.1,103.0,20.31,26.8,78.0,50.0,1005.5,38.5,103.0,94.0,55.0,98.0,2.0,15.0,6.3,5.4,1.3,1007.4,1002.6,3.15,0.0062655395325708,0.0,0.0,,1.0,Saturday,0,2021.0,3051866.0,0.4461,8.0,2021.0,5.0
2021-08-14,DKI5,73.0,116.0,38.0,14.0,26.0,40.0,116.0,PM25,TIDAK SEHAT,31.3,23.1,0.9,4.0,12.0,92.0,20.13,27.1,78.0,50.0,1007.9,38.9,92.0,95.0,59.0,95.0,3.0,15.2,5.3,5.0,2.3,1009.8,1005.1,4.77,0.005258458180375,0.0,0.0,,1.0,Saturday,0,2021.0,2446687.0,0.3881,8.0,2021.0,5.0
2021-08-15,DKI1,56.0,72.0,31.0,8.0,17.0,20.0,72.0,PM25,SEDANG,33.1,24.0,0.3,2.0,17.7,96.0,21.4,27.7,73.0,64.0,1009.8,51.8,96.0,91.0,47.0,97.0,7.0,23.0,10.1,7.6,3.0,1012.0,1007.5,3.03,0.0100019805902158,0.0,0.0,,1.0,Sunday,0,2021.0,1057465.0,0.3750874999999999,8.0,2021.0,6.0
2021-08-15,DKI2,63.0,84.0,53.0,9.0,46.0,16.0,84.0,PM25,SEDANG,32.3,24.5,0.3,2.0,22.1,87.0,21.94,27.7,73.0,61.0,1009.5,54.0,87.0,88.0,49.0,97.0,0.0,26.4,11.8,8.3,3.3,1011.8,1007.3,3.54,0.0116889549281822,0.0,0.0,,1.0,Sunday,0,2021.0,1788981.0,0.2146,8.0,2021.0,6.0
2021-08-15,DKI3,57.0,84.0,45.0,12.0,22.0,15.0,84.0,PM25,SEDANG,31.8,22.5,0.6,4.0,18.0,93.0,21.13,26.6,76.0,70.0,1002.4,38.5,93.0,98.0,52.0,97.0,16.0,18.7,8.6,6.1,3.5,1004.7,1000.3,5.159999999999999,0.0085794094173982,0.0,0.0,,1.0,Sunday,0,2021.0,2232442.0,0.4443249999999999,8.0,2021.0,6.0
2021-08-15,DKI4,63.0,114.0,39.0,11.0,15.0,21.0,114.0,PM25,TIDAK SEHAT,32.3,23.5,0.5,3.0,17.5,95.0,21.32,27.1,73.0,64.0,1006.5,36.7,95.0,90.0,50.0,97.0,10.0,21.9,10.2,6.8,3.8,1008.7,1004.3,5.1,0.010134128166915,0.0,0.0,,1.0,Sunday,0,2021.0,3051866.0,0.4532,8.0,2021.0,6.0
2021-08-15,DKI5,62.0,87.0,33.0,12.0,17.0,30.0,87.0,PM25,SEDANG,32.8,23.9,0.4,2.0,17.3,95.0,21.21,27.7,73.0,66.0,1008.9,48.6,95.0,95.0,48.0,97.0,10.0,20.8,8.7,5.0,2.4,1011.1,1006.7,3.48,0.0086232530478739,0.0,0.0,,1.0,Sunday,0,2021.0,2446687.0,0.3866,8.0,2021.0,6.0
2021-08-16,DKI1,53.0,70.0,30.0,8.0,17.0,19.0,70.0,PM25,SEDANG,32.1,22.8,0.3,2.0,13.3,90.0,20.35,27.6,73.0,53.0,1010.9,36.0,90.0,89.0,50.0,99.0,2.0,16.0,6.9,4.3,2.2,1012.6,1008.3,2.07,0.0068256009496488,0.0,0.0,,0.0,Monday,1,2021.0,1057465.0,0.3697312499999999,8.0,2021.0,0.0
2021-08-16,DKI2,60.0,80.0,54.0,9.0,42.0,17.0,80.0,PM25,SEDANG,31.5,23.9,0.2,2.0,14.8,88.0,20.44,27.5,74.0,52.0,1010.6,42.1,88.0,87.0,53.0,97.0,0.0,19.0,8.3,6.5,3.3,1012.3,1008.1,1.66,0.0082129428062537,0.0,0.0,,0.0,Monday,1,2021.0,1788981.0,0.2008,8.0,2021.0,0.0
2021-08-16,DKI3,53.0,79.0,48.0,9.0,24.0,15.0,79.0,PM25,SEDANG,31.3,21.5,0.0,0.0,13.9,80.0,20.96,26.5,75.0,50.0,1003.5,31.3,80.0,95.0,53.0,98.0,5.0,14.7,6.2,5.0,0.5,1005.3,1001.1,0.0,0.0061783756851021,0.0,0.0,,0.0,Monday,1,2021.0,2232442.0,0.4461374999999999,8.0,2021.0,0.0
2021-08-16,DKI4,55.0,100.0,41.0,8.0,17.0,21.0,100.0,PM25,SEDANG,31.6,22.0,0.0,0.0,13.5,85.0,20.3,27.0,73.0,50.0,1007.6,29.5,85.0,91.0,52.0,99.0,5.0,15.6,7.2,4.7,2.2,1009.2,1005.0,0.0,0.0071456927352123,0.0,0.0,,0.0,Monday,1,2021.0,3051866.0,0.4603,8.0,2021.0,0.0
2021-08-16,DKI5,51.0,74.0,35.0,7.0,22.0,20.0,74.0,PM25,SEDANG,31.9,22.9,0.3,2.0,13.5,89.0,20.58,27.3,74.0,53.0,1010.0,36.0,89.0,89.0,51.0,99.0,2.0,15.5,6.9,6.1,2.5,1011.7,1007.5,2.07,0.0068316831683168,0.0,0.0,,0.0,Monday,1,2021.0,2446687.0,0.3851,8.0,2021.0,0.0
2021-08-17,DKI1,56.0,77.0,28.0,13.0,26.0,22.0,77.0,PM25,SEDANG,32.0,23.8,0.6,6.0,12.0,188.0,19.7,27.4,77.0,33.0,1010.6,28.8,188.0,92.0,52.0,84.0,0.0,14.5,5.8,4.7,2.0,1012.5,1007.7,3.48,0.0057391648525628,0.0,1.0,Independence Day,0.0,Tuesday,0,2021.0,1057465.0,0.364375,8.0,2021.0,1.0
2021-08-17,DKI2,62.0,84.0,51.0,9.0,40.0,14.0,84.0,PM25,SEDANG,31.1,23.6,0.6,5.0,12.6,287.0,20.06,27.3,78.0,31.0,1010.4,31.7,287.0,94.0,57.0,79.0,1.0,15.9,6.4,6.1,1.9,1012.2,1007.5,3.84,0.0063341250989707,0.0,1.0,Independence Day,0.0,Tuesday,0,2021.0,1788981.0,0.187,8.0,2021.0,1.0
2021-08-17,DKI3,60.0,88.0,45.0,11.0,30.0,13.0,88.0,PM25,SEDANG,31.9,22.6,0.5,4.0,7.5,194.0,20.13,26.8,78.0,33.0,1003.3,19.1,194.0,95.0,52.0,85.0,0.0,12.0,4.7,6.1,1.5,1005.1,1000.5,2.35,0.0046845410146516,0.0,1.0,Independence Day,0.0,Tuesday,0,2021.0,2232442.0,0.4479499999999999,8.0,2021.0,1.0
2021-08-17,DKI4,59.0,103.0,41.0,8.0,24.0,20.0,103.0,PM25,TIDAK SEHAT,32.0,22.9,1.2,7.0,10.3,227.0,20.09,27.1,77.0,32.0,1007.3,25.6,227.0,93.0,51.0,83.0,0.0,14.7,5.9,6.1,1.9,1009.1,1004.5,7.08,0.0058572421324332,1.0,1.0,Independence Day,0.0,Tuesday,0,2021.0,3051866.0,0.4674,8.0,2021.0,1.0
2021-08-17,DKI5,59.0,89.0,32.0,8.0,26.0,19.0,89.0,PM25,SEDANG,32.0,23.5,0.6,6.0,10.8,121.0,19.68,27.5,78.0,34.0,1009.7,27.0,121.0,94.0,52.0,84.0,1.0,12.7,4.9,3.2,1.1,1011.6,1006.9,2.94,0.0048529266118649,0.0,1.0,Independence Day,0.0,Tuesday,0,2021.0,2446687.0,0.3836,8.0,2021.0,1.0
2021-08-18,DKI1,59.0,78.0,25.0,11.0,27.0,26.0,78.0,PM25,SEDANG,31.0,23.5,1.9,9.0,10.5,226.0,18.83,27.0,78.0,49.0,1009.6,26.6,226.0,94.0,56.0,87.0,5.0,14.7,5.9,7.2,1.1,1011.2,1006.8,11.21,0.0058438985736925,1.0,0.0,,0.0,Wednesday,1,2021.0,1057465.0,0.35901875,8.0,2021.0,2.0
2021-08-18,DKI2,59.0,83.0,51.0,9.0,42.0,17.0,83.0,PM25,SEDANG,30.1,23.9,1.7,9.0,13.7,266.0,19.7,26.9,80.0,49.0,1009.3,30.2,266.0,94.0,62.0,92.0,8.0,16.6,6.8,7.9,2.1,1011.0,1006.7,11.56,0.0067373427127712,1.0,0.0,,0.0,Wednesday,1,2021.0,1788981.0,0.1732,8.0,2021.0,2.0
2021-08-18,DKI3,58.0,86.0,43.0,10.0,35.0,11.0,86.0,PM25,SEDANG,31.1,23.1,9.2,15.0,11.2,220.0,17.64,26.1,83.0,60.0,1002.2,24.5,220.0,94.0,59.0,100.0,6.0,16.1,7.0,7.9,2.6,1003.8,999.3,64.39999999999999,0.0069846338056276,1.0,0.0,,0.0,Wednesday,1,2021.0,2232442.0,0.4497625,8.0,2021.0,2.0
2021-08-18,DKI4,58.0,97.0,38.0,9.0,30.0,20.0,97.0,PM25,SEDANG,31.3,23.4,2.7,10.0,12.6,232.0,18.75,26.6,79.0,48.0,1006.3,28.4,232.0,92.0,56.0,87.0,5.0,15.2,6.3,9.0,1.3,1007.9,1003.5,17.01,0.0062605584815661,1.0,0.0,,0.0,Wednesday,1,2021.0,3051866.0,0.4745,8.0,2021.0,2.0
2021-08-18,DKI5,62.0,97.0,28.0,9.0,30.0,17.0,97.0,PM25,SEDANG,30.8,23.6,2.3,6.0,9.2,222.0,18.77,27.0,78.0,51.0,1008.7,23.8,222.0,93.0,57.0,88.0,5.0,14.1,5.7,6.8,1.8,1010.3,1005.9,13.11,0.0056508377119064,1.0,0.0,,0.0,Wednesday,1,2021.0,2446687.0,0.3821,8.0,2021.0,2.0
2021-08-19,DKI1,60.0,89.0,31.0,15.0,24.0,35.0,89.0,PM25,SEDANG,29.6,23.1,3.7,10.0,9.4,119.0,15.7,26.2,82.0,74.0,1009.3,24.1,119.0,94.0,68.0,98.0,28.0,13.4,5.1,6.5,1.6,1011.1,1007.1,18.87,0.0050530070345784,1.0,0.0,,0.0,Thursday,1,2021.0,1057465.0,0.3536625,8.0,2021.0,3.0
2021-08-19,DKI2,72.0,101.0,55.0,13.0,26.0,36.0,101.0,PM25,TIDAK SEHAT,28.8,23.1,1.9,4.0,11.0,45.0,15.8,26.2,84.0,72.0,1009.1,27.0,45.0,93.0,71.0,97.0,18.0,15.1,6.4,5.4,1.6,1010.9,1006.9,12.16,0.0063422852046377,1.0,0.0,,0.0,Thursday,1,2021.0,1788981.0,0.1594,8.0,2021.0,3.0
2021-08-19,DKI3,68.0,104.0,45.0,14.0,27.0,14.0,104.0,PM25,TIDAK SEHAT,29.7,21.9,13.4,7.0,12.2,172.0,16.23,25.6,84.0,80.0,1001.9,22.0,172.0,97.0,64.0,98.0,52.0,13.5,5.5,5.8,1.9,1003.7,999.8,73.7,0.005489569817347,1.0,0.0,,0.0,Thursday,1,2021.0,2232442.0,0.451575,8.0,2021.0,3.0
