tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,stasiun,is_holiday_nasional,nama_libur,is_weekend,day_name,dayofweek,month,dayofyear,quarter,rainy_day,washout_effect,ventilation_proxy,Total_Penduduk,ndvi
2025-11-03,32.8,25.65,10.299999,6,14.578888,243.43501,21.888,28.547918,76.625,94.25,1008.9963,33.12,243.43501,89.0,56.0,100.0,60.0,15.855,6.572853,8.28,2.6208394,1010.9679,1006.1807,DKI2,0,Hari Kerja,0,Monday,0,11,307,4,1,150.162531821112,191.97447373721891,1781316.0,0.19779180506993005
2025-11-04,34.35,25.75,1.7,3,13.18308,198.43504,22.2516,29.391665,71.166664,88.791664,1008.2498,37.8,198.43504,93.0,49.0,100.0,66.0,16.05,6.3192725,4.68,1.8,1010.47565,1005.1895,DKI2,0,Hari Kerja,0,Tuesday,1,11,308,4,1,22.411236,186.77056119117796,1781316.0,0.19779180506993005
2025-11-05,32.2,26.35,0.4,0,18.03237,221.98714,20.1708,28.660416,69.875,93.125,1007.9768,38.519997,221.98714,85.0,56.0,100.0,74.0,24.12,10.746505,9.72,4.2136917,1009.9771,1005.38367,DKI2,0,Hari Kerja,0,Wednesday,2,11,309,4,1,7.212948000000001,260.1246598785832,1781316.0,0.19779180506993005
2025-11-06,31.7,26.1,0.0,0,20.082708,224.9999,18.4212,28.545832,70.875,88.25,1007.7309,42.12,224.9999,83.0,59.0,100.0,46.0,28.83,13.587588,16.56,7.9036193,1009.5652,1005.2847,DKI2,0,Hari Kerja,0,Thursday,3,11,310,4,0,0.0,285.54448546422856,1781316.0,0.19779180506993005
2025-11-07,32.6,25.65,1.6,3,16.299694,260.9098,18.6084,28.539583,73.041664,89.416664,1007.6101,36.719997,260.9098,86.0,53.0,100.0,60.0,24.224998,10.519063,14.04,6.8777895,1009.3702,1005.08453,DKI2,0,Hari Kerja,0,Friday,4,11,311,4,1,26.0795104,224.85435574563854,1781316.0,0.19779180506993005
2025-11-08,30.8,25.6,1.9000001,5,18.59845,243.43501,15.4908,27.691666,77.666664,93.0,1008.8601,53.28,243.43501,89.0,62.0,100.0,61.0,31.365,11.968188,18.359999,8.217153,1010.3622,1007.4777,DKI2,0,Hari Kerja,1,Saturday,5,11,312,4,1,35.337056859845,241.58671379068116,1781316.0,0.19779180506993005
2025-11-09,32.9,25.05,1.0,3,13.556282,243.43501,19.746,28.3375,72.25,99.291664,1008.10474,36.0,243.43501,86.0,51.0,100.0,88.0,21.69,8.03753,10.08,4.39436,1009.8788,1005.68646,DKI2,0,Hari Kerja,1,Sunday,6,11,313,4,1,13.556282,189.15089468479832,1781316.0,0.19779180506993005
2025-11-10,32.95,25.5,0.2,0,14.759999,246.0375,22.4496,28.720833,71.291664,83.75,1007.68146,37.8,246.0375,87.0,51.0,100.0,8.0,24.615,9.822244,14.759999,6.439876,1009.4764,1005.483,DKI2,0,Hari Kerja,0,Monday,0,11,314,4,1,2.9519998000000003,208.6271592975939,1781316.0,0.19779180506993005
2025-11-11,31.25,25.75,2.8999999,4,15.379206,236.3099,17.0208,27.925001,73.875,93.625,1008.2824,45.0,236.3099,82.0,61.0,100.0,55.0,27.104998,9.828692,14.4,6.193674,1010.56165,1006.37885,DKI2,0,Hari Kerja,0,Tuesday,1,11,315,4,1,44.5996958620794,209.90298119491572,1781316.0,0.19779180506993005
2025-11-12,32.0,24.8,1.0,2,15.646544,247.249,12.9708,27.129166,78.166664,98.708336,1009.0913,39.96,247.249,90.0,58.0,100.0,85.0,29.489998,11.830159,19.8,8.311245,1011.1607,1006.8787,DKI2,0,Hari Kerja,0,Wednesday,2,11,316,4,1,15.646544,201.98880977531806,1781316.0,0.19779180506993005
2025-11-13,31.5,25.35,1.2,2,15.379206,254.74483,18.2988,27.824999,73.833336,88.5,1009.0146,40.32,254.74483,87.0,58.0,100.0,40.0,27.525,10.702247,17.64,7.491114,1010.76715,1006.7797,DKI2,0,Hari Kerja,0,Thursday,3,11,317,4,1,18.4550472,210.17394352068283,1781316.0,0.19779180506993005
2025-11-14,30.35,25.1,0.4,1,14.799459,246.25049,14.202,27.264582,77.291664,87.333336,1008.0054,40.32,246.25049,87.0,61.0,100.0,45.0,25.979998,10.817565,18.359999,7.42159,1009.96063,1005.38055,DKI2,0,Hari Kerja,0,Friday,4,11,318,4,1,5.919783600000001,193.00832479267882,1781316.0,0.19779180506993005
2025-11-15,31.15,24.75,6.0,6,11.304229,233.13002,18.2736,27.612501,78.125,95.625,1008.09393,36.0,233.13002,87.0,62.0,100.0,47.0,20.73,7.110213,9.36,3.6,1010.06494,1006.27734,DKI2,0,Hari Kerja,1,Saturday,5,11,319,4,1,67.825374,145.8652753693436,1781316.0,0.19779180506993005
2025-11-16,32.5,25.4,0.2,0,15.683776,243.43501,20.0592,28.516668,74.0,98.625,1008.33844,44.639996,243.43501,89.0,56.0,100.0,73.0,28.169998,10.69967,14.4,6.28713,1010.26416,1005.38654,DKI2,0,Hari Kerja,1,Sunday,6,11,320,4,1,3.1367552,213.71019223174918,1781316.0,0.19779180506993005
2025-11-17,33.0,25.35,0.3,0,14.759999,246.0375,21.366,28.627083,71.75,92.083336,1008.1265,39.239998,246.0375,85.0,53.0,100.0,59.0,26.339998,10.420566,12.599999,5.0911684,1009.9749,1005.3856,DKI2,0,Hari Kerja,0,Monday,0,11,321,4,1,4.4279997,207.3860088065993,1781316.0,0.19779180506993005
2025-11-18,31.75,24.95,4.8,6,10.30883,135.0001,19.1628,27.4625,80.041664,74.916664,1007.4566,30.960001,135.0001,90.0,59.0,100.0,27.0,15.149999,5.1300097,5.7599998,1.5273507,1009.2702,1005.3748,DKI2,0,Hari Kerja,0,Tuesday,1,11,322,4,1,49.482384,129.75365956632285,1781316.0,0.19779180506993005
2025-11-19,30.8,24.5,3.6,6,10.948973,153.43501,20.628,27.414583,81.333336,89.416664,1007.3648,33.12,153.43501,96.0,66.0,100.0,41.0,16.815,6.0209637,5.04,1.2979984,1009.16724,1004.9796,DKI2,0,Hari Kerja,0,Wednesday,2,11,323,4,1,39.416302800000004,135.6099545252933,1781316.0,0.19779180506993005
2025-11-20,29.7,25.1,8.7,8,14.986553,233.97253,12.51,26.966667,83.291664,97.041664,1007.8836,42.12,233.97253,91.0,72.0,100.0,67.0,25.56,10.068787,9.72,4.198285,1009.66095,1005.8743,DKI2,0,Hari Kerja,0,Thursday,3,11,324,4,1,130.3830111,181.3470912194863,1781316.0,0.19779180506993005
2025-11-21,32.75,24.8,0.4,1,13.363711,250.9743,20.412,28.050001,75.375,94.541664,1007.75824,31.319998,250.9743,90.0,54.0,100.0,79.0,26.46,11.156811,20.519999,9.107359,1009.4795,1005.3849,DKI2,0,Hari Kerja,0,Friday,4,11,325,4,1,5.3454844,178.67183916721248,1781316.0,0.19779180506993005
2025-11-22,31.55,24.95,1.0,3,11.5199995,224.9999,21.0348,27.925001,76.291664,89.5,1007.34576,27.72,224.9999,89.0,57.0,100.0,58.0,14.91,5.6170783,3.96,1.484318,1009.0743,1004.9822,DKI2,0,Hari Kerja,1,Saturday,5,11,326,4,1,11.5199995,152.1086583132742,1781316.0,0.19779180506993005
2025-11-23,31.3,25.7,4.5,5,12.979984,233.13002,14.1876,27.927084,77.708336,100.0,1007.08356,28.8,233.13002,91.0,63.0,100.0,100.0,18.99,7.636467,7.5599995,3.7585104,1008.6718,1005.0808,DKI2,0,Hari Kerja,1,Sunday,6,11,327,4,1,58.409928,168.21784081778614,1781316.0,0.19779180506993005
2025-11-24,34.0,25.3,0.0,0,17.551615,243.43501,20.4732,29.043749,65.291664,77.791664,1006.5837,37.44,243.43501,82.0,47.0,100.0,43.0,22.695,9.9996805,12.24,5.8048253,1008.47455,1003.9945,DKI2,0,Hari Kerja,0,Monday,0,11,328,4,0,0.0,270.58844093291145,1781316.0,0.19779180506993005
2025-11-25,34.25,25.0,0.0,0,15.937878,251.56496,21.2184,29.143751,63.291668,96.958336,1006.03876,33.48,251.56496,82.0,43.0,100.0,61.0,20.445,9.193506,10.799999,5.315336,1007.76984,1003.4916,DKI2,0,Hari Kerja,0,Tuesday,1,11,329,4,0,0.0,253.33702723952987,1781316.0,0.19779180506993005
2025-11-26,33.85,25.6,0.3,1,16.263872,237.26477,23.1048,29.016668,66.75,85.0,1006.23395,35.64,237.26477,82.0,45.0,100.0,14.0,21.885,9.723889,12.599999,5.991594,1008.4654,1003.6908,DKI2,0,Hari Kerja,0,Wednesday,2,11,330,4,1,4.8791616,245.1724369266577,1781316.0,0.19779180506993005
2025-11-27,32.15,25.85,0.0,0,13.004921,191.30989,18.432,28.372917,74.875,86.333336,1007.45557,30.239998,191.30989,87.0,53.0,100.0,21.0,14.384999,5.6747437,3.2399998,0.35999998,1009.2749,1005.4776,DKI2,0,Hari Kerja,0,Thursday,3,11,331,4,0,0.0,174.9833736074787,1781316.0,0.19779180506993005
2025-11-28,33.25,25.4,3.2,4,13.708391,206.56499,20.2428,28.59375,74.416664,94.875,1007.5271,33.839996,206.56499,88.0,48.0,100.0,39.0,13.875,5.347399,3.2399998,1.609969,1009.0758,1005.8778,DKI2,0,Hari Kerja,0,Friday,4,11,332,4,1,43.866851200000006,185.5978847680689,1781316.0,0.19779180506993005
2025-11-29,33.05,25.85,2.1,2,14.05845,224.9999,20.52,28.739584,72.583336,99.291664,1008.11865,32.399998,224.9999,84.0,49.0,100.0,86.0,16.725,6.7049446,9.0,2.1897945,1009.7681,1006.07983,DKI2,0,Hari Kerja,1,Saturday,5,11,333,4,1,29.522745000000004,195.25949640965112,1781316.0,0.19779180506993005
2025-11-30,30.95,26.0,6.3,7,11.298495,13.5704565,16.8048,28.179167,78.125,94.0,1009.4529,26.28,13.5704565,87.0,66.0,100.0,39.0,15.6449995,6.0088,7.2,0.71999997,1011.76294,1007.67786,DKI2,0,Hari Kerja,1,Sunday,6,11,334,4,1,71.1805185,145.9878213553344,1781316.0,0.19779180506993005
2025-09-01,32.7615,22.9615,0.8,2,13.896187,161.56496,21.3228,27.303167,75.291664,40.541668,1002.2075,28.44,161.56496,95.0,50.0,96.0,0.0,12.81,5.9635777,4.32,2.2768397,1003.96216,999.52704,DKI3,0,Hari Kerja,0,Monday,0,9,244,3,1,11.1169496,184.9721747789038,2226830.0,0.4518880592105263
2025-09-02,33.1115,23.761501,0.0,0,18.72,119.74479,22.0644,27.646917,69.708336,33.958332,1002.58795,36.36,119.74479,88.0,46.0,100.0,0.0,16.815,7.9426236,4.68,2.4149535,1004.5997,999.9414,DKI3,0,Hari Kerja,0,Tuesday,1,9,245,3,0,0.0,269.2424966793067,2226830.0,0.4518880592105263
2025-09-03,34.8115,22.761501,0.0,0,22.427162,164.05453,24.3972,27.796915,68.833336,35.333332,1003.07935,43.56,164.05453,92.0,37.0,89.0,0.0,18.449999,8.825311,3.96,2.16,1005.11066,1000.5347,DKI3,0,Hari Kerja,0,Wednesday,2,9,246,3,0,0.0,326.8216301663005,2226830.0,0.4518880592105263
2025-09-04,33.9115,23.2115,0.0,0,17.25373,90.0,23.292,27.93025,72.041664,41.875,1002.7187,33.48,90.0,92.0,42.0,100.0,0.0,14.565,6.473598,1.4399999,0.35999998,1005.01135,1000.0533,DKI3,0,Hari Kerja,0,Thursday,3,9,247,3,0,0.0,240.1476694895748,2226830.0,0.4518880592105263
2025-09-05,32.5115,24.3115,9.2,9,13.493999,201.80147,19.9476,27.611502,78.375,74.25,1003.1294,29.88,201.80147,93.0,55.0,100.0,48.0,11.055,4.321678,2.16,0.8049845,1005.14404,1001.0668,DKI3,1,Prophet's Birthday,0,Friday,4,9,248,3,1,124.1447908,172.71103184013526,2226830.0,0.4518880592105263
2025-09-06,31.8115,24.1615,5.5,10,12.7279215,4.398633,20.0232,27.30525,76.5,78.125,1003.7344,27.0,4.398633,92.0,51.0,100.0,24.0,11.655,4.5206237,2.8799999,1.484318,1005.6377,1001.7653,DKI3,0,Hari Kerja,1,Saturday,5,9,249,3,1,70.00356825,166.9993810464,2226830.0,0.4518880592105263
2025-09-07,31.4115,23.8115,0.5,2,8.311245,180.0,21.0996,27.34275,72.708336,74.916664,1003.33813,17.64,180.0,89.0,56.0,100.0,27.0,8.955,3.583721,3.6,1.484318,1005.54724,1000.79913,DKI3,0,Hari Kerja,1,Sunday,6,9,250,3,1,4.1556225,114.69096220647725,2226830.0,0.4518880592105263
2025-09-08,33.2615,23.9615,1.4000001,5,13.849476,186.3401,22.7592,27.88025,71.458336,67.208336,1003.2845,28.08,186.3401,87.0,44.0,100.0,36.0,12.09,4.8351917,4.32,0.0,1005.20996,1000.54974,DKI3,0,Hari Kerja,0,Monday,0,9,251,3,1,19.3892677849476,194.44847699674952,2226830.0,0.4518880592105263
2025-09-09,32.3615,24.2115,4.9,8,11.165805,198.43504,20.6568,27.567749,77.333336,85.125,1003.6826,24.48,198.43504,94.0,51.0,100.0,33.0,10.919999,3.7768705,3.6,0.5091169,1005.8009,1000.97437,DKI3,0,Hari Kerja,0,Tuesday,1,9,252,3,1,54.712444500000004,144.91711819457782,2226830.0,0.4518880592105263
2025-09-10,32.6615,24.011501,13.9,11,12.783802,198.43504,19.278,27.271917,80.833336,86.708336,1002.91034,27.359999,198.43504,95.0,55.0,100.0,46.0,13.245,4.7150683,2.52,0.35999998,1004.9061,999.97797,DKI3,0,Hari Kerja,0,Wednesday,2,9,253,3,1,177.6948478,158.6103932455872,2226830.0,0.4518880592105263
2025-09-11,31.6115,24.4115,10.1,15,8.217153,206.56499,18.558,27.044832,80.875,94.291664,1002.97125,17.28,206.56499,92.0,59.0,100.0,72.0,9.78,3.8420336,2.8799999,1.0182338,1005.1356,1000.7501,DKI3,0,Hari Kerja,0,Thursday,3,9,254,3,1,82.9932453,101.90501657930449,2226830.0,0.4518880592105263
2025-09-12,32.2615,24.4615,18.300001,10,10.195057,255.96373,18.2844,27.0115,82.5,93.791664,1003.566,20.519999,255.96373,94.0,57.0,100.0,57.0,9.54,3.695509,2.52,1.08,1005.3315,1000.7664,DKI3,0,Hari Kerja,0,Friday,4,9,255,3,1,186.56955329505703,124.01712210014547,2226830.0,0.4518880592105263
2025-09-13,32.5615,24.4115,0.4,1,11.252519,23.198618,22.5324,27.878166,75.375,54.208332,1003.8804,21.96,23.198618,93.0,53.0,100.0,0.0,9.12,3.8607018,2.16,0.71999997,1005.79724,1001.5243,DKI3,0,Hari Kerja,1,Saturday,5,9,256,3,1,4.5010076,149.86644477250547,2226830.0,0.4518880592105263
2025-09-14,33.1615,23.6115,2.8000002,3,11.304229,165.96373,23.1336,27.892752,72.208336,84.791664,1003.73975,23.039999,165.96373,93.0,45.0,100.0,24.0,12.6449995,5.6219482,2.8799999,1.484318,1005.66223,1000.9458,DKI3,0,Hari Kerja,1,Sunday,6,9,257,3,1,31.651843460845797,157.135652459887,2226830.0,0.4518880592105263
2025-09-15,32.7615,24.9615,0.2,0,12.904882,156.0375,20.9448,28.257334,70.875,79.25,1003.58325,25.919998,156.0375,86.0,49.0,100.0,5.0,11.954999,5.112723,5.04,1.609969,1005.81616,1000.6306,DKI3,0,Hari Kerja,0,Monday,0,9,258,3,1,2.5809764000000004,182.73190008361905,2226830.0,0.4518880592105263
2025-09-16,32.461502,24.4115,27.6,10,12.10157,206.56499,18.8172,27.5615,76.458336,91.625,1003.5254,24.84,206.56499,89.0,54.0,100.0,35.0,10.95,4.4772377,4.32,0.35999998,1005.62354,1000.9709,DKI3,0,Hari Kerja,0,Tuesday,1,9,259,3,1,334.00333200000006,158.83464786466186,2226830.0,0.4518880592105263
2025-09-17,32.6615,24.3115,18.6,14,13.75558,90.0,19.26,27.194834,80.0,92.125,1003.6904,29.16,90.0,93.0,56.0,100.0,47.0,10.995,4.21817,2.52,0.8049845,1006.1344,1001.0681,DKI3,0,Hari Kerja,0,Wednesday,2,9,260,3,1,255.853788,172.5792949054,2226830.0,0.4518880592105263
2025-09-18,30.5615,24.1615,0.5,0,9.028754,57.264786,18.9252,27.2115,80.166664,88.25,1003.5957,18.359999,57.264786,93.0,63.0,100.0,64.0,10.29,4.591005,2.16,0.8049845,1005.87756,1000.9769,DKI3,0,Hari Kerja,0,Thursday,3,9,261,3,1,4.514377,113.02975873809343,2226830.0,0.4518880592105263
2025-09-19,31.911499,24.6615,9.400001,9,11.159999,260.53775,18.8532,27.326082,81.291664,85.791664,1003.6729,26.28,260.53775,92.0,58.0,100.0,36.0,15.345,4.2631445,5.7599998,0.8049845,1005.7603,1001.5431,DKI3,0,Hari Kerja,0,Friday,4,9,262,3,1,104.90400175999899,137.78766492376266,2226830.0,0.4518880592105263
2025-09-20,30.8115,24.761501,2.8,4,16.071491,59.03632,17.8596,27.090668,82.5,94.625,1003.4895,38.16,59.03632,95.0,60.0,100.0,44.0,16.859999,6.8604465,2.52,1.2979984,1005.7039,1001.8482,DKI3,0,Hari Kerja,1,Saturday,5,9,263,3,1,45.0001748,195.48572688296366,2226830.0,0.4518880592105263
2025-09-21,31.8115,24.261501,4.5,7,11.183201,206.56499,20.934,27.384417,83.125,77.041664,1003.8728,26.64,206.56499,98.0,62.0,100.0,35.0,12.465,4.718652,2.8799999,1.2979984,1005.997,1001.76184,DKI3,0,Hari Kerja,1,Sunday,6,9,264,3,1,50.3244045,135.05577504761263,2226830.0,0.4518880592105263
2025-09-22,33.711502,23.9615,3.8999999,4,11.212135,5.527458,24.6276,28.119835,78.125,68.666664,1002.9673,21.96,5.527458,97.0,50.0,100.0,0.0,11.744999,4.9068108,3.2399998,0.8049845,1004.7782,999.17096,DKI3,0,Hari Kerja,0,Monday,0,9,265,3,1,43.7273253787865,143.9411810327744,2226830.0,0.4518880592105263
2025-09-23,33.3115,24.7115,0.3,1,13.004921,90.0,22.752,28.038584,77.125,90.541664,1003.0649,27.359999,90.0,93.0,53.0,100.0,52.0,12.2699995,5.085445,2.8799999,0.8049845,1005.5664,999.7231,DKI3,0,Hari Kerja,0,Tuesday,1,9,266,3,1,3.9014762999999997,169.13814952833582,2226830.0,0.4518880592105263
2025-09-24,33.3615,24.2115,0.7,2,8.161764,116.56499,24.3072,28.253166,72.166664,68.916664,1002.23016,18.0,116.56499,88.0,49.0,100.0,15.0,7.9799995,3.1478722,2.8799999,1.1384199,1004.3856,999.2326,DKI3,0,Hari Kerja,0,Wednesday,2,9,267,3,1,5.7132347999999995,113.34826339765739,2226830.0,0.4518880592105263
2025-09-25,32.8115,24.1115,9.2,8,12.224107,180.0,22.0392,27.767752,74.25,68.5,1002.80615,26.28,180.0,86.0,54.0,100.0,16.0,10.005,3.459422,3.6,0.71999997,1005.5425,1000.41,DKI3,0,Hari Kerja,0,Thursday,3,9,268,3,1,112.46178439999998,165.09642663781884,2226830.0,0.4518880592105263
2025-09-26,33.9115,24.1615,6.7,7,7.928178,72.47434,24.0912,28.142752,73.291664,64.083336,1003.36914,17.28,72.47434,93.0,46.0,100.0,12.0,10.485,3.9682274,2.16,0.8049845,1005.6059,999.76447,DKI3,0,Hari Kerja,0,Friday,4,9,269,3,1,53.1187926,108.5374339655724,2226830.0,0.4518880592105263
2025-09-27,33.2615,25.1615,2.1000001,3,12.475961,108.43504,21.942,28.36775,74.166664,88.708336,1002.9321,25.919998,108.43504,90.0,50.0,100.0,64.0,12.825,5.717299,3.96,1.835647,1005.2264,1000.33276,DKI3,0,Hari Kerja,1,Saturday,5,9,270,3,1,26.199519347596098,168.70843436140123,2226830.0,0.4518880592105263
2025-09-28,33.1115,24.9115,0.8,2,17.447933,123.690094,23.0868,28.5615,72.875,73.166664,1002.88715,36.36,123.690094,87.0,50.0,96.0,39.0,16.664999,7.045138,2.16,0.35999998,1005.2418,1000.0084,DKI3,0,Hari Kerja,1,Sunday,6,9,271,3,1,13.9583464,240.1140006828261,2226830.0,0.4518880592105263
2025-09-29,34.0615,25.011501,24.2,7,13.009903,248.19853,19.6704,27.757334,78.458336,84.875,1003.53,28.44,248.19853,92.0,47.0,100.0,51.0,14.28,4.7885785,3.96,1.2979984,1005.4552,1001.18585,DKI3,0,Hari Kerja,0,Monday,0,9,272,3,1,314.83965259999997,166.40459922053407,2226830.0,0.4518880592105263
2025-09-30,32.5115,24.4115,10.8,8,9.72,71.564964,19.26,27.596916,78.0,89.625,1002.95526,22.68,71.564964,94.0,53.0,100.0,48.0,8.445,2.9947128,2.16,0.0,1004.6464,1000.9228,DKI3,0,Hari Kerja,0,Tuesday,1,9,273,3,1,104.97600000000001,124.98365547692308,2226830.0,0.4518880592105263
2025-10-01,31.911499,24.2115,5.8,10,15.379206,90.0,19.7712,27.3865,79.791664,83.916664,1002.727,31.319998,90.0,96.0,58.0,100.0,53.0,14.549999,6.036322,2.8799999,1.1384199,1004.8068,1000.2819,DKI3,0,Hari Kerja,0,Wednesday,2,10,274,4,1,89.1993948,193.2676212237158,2226830.0,0.4207783314977973
2025-10-02,30.1615,24.9615,8.4,11,12.783802,63.435013,14.2488,26.982332,82.458336,97.291664,1004.1572,28.8,63.435013,92.0,67.0,100.0,67.0,13.3949995,4.77274,1.4399999,0.5091169,1006.3415,1002.1474,DKI3,0,Hari Kerja,0,Thursday,3,10,275,4,1,107.3839368,155.6779756224331,2226830.0,0.4207783314977973
2025-10-03,33.4115,23.9115,0.0,0,7.9932966,146.3099,21.276,28.038584,73.458336,83.708336,1004.4961,15.119999,146.3099,94.0,49.0,100.0,18.0,7.155,2.9947135,1.8,0.71999997,1006.44806,1001.7471,DKI3,0,Hari Kerja,0,Friday,4,10,276,4,0,0.0,109.30325539695399,2226830.0,0.4207783314977973
2025-10-04,34.3115,23.9615,1.7,2,13.363711,180.0,24.03,28.196917,75.166664,73.625,1004.5454,27.0,180.0,93.0,46.0,100.0,7.0,10.17,4.0814514,2.16,1.2979984,1006.32104,1001.8672,DKI3,0,Hari Kerja,1,Saturday,5,10,277,4,1,22.7183087,178.59585217164087,2226830.0,0.4207783314977973
2025-10-05,32.7615,25.3615,6.5,6,11.91812,161.56496,19.494,27.738585,79.208336,90.375,1004.7211,24.84,161.56496,93.0,56.0,100.0,42.0,11.775001,4.740479,2.8799999,1.1384199,1006.24567,1002.3576,DKI3,0,Hari Kerja,1,Sunday,6,10,278,4,1,77.46778,151.1758388199444,2226830.0,0.4207783314977973
2025-10-06,33.211502,24.5615,0.2,0,16.645864,143.13002,21.9528,28.163584,73.625,88.666664,1004.40826,36.0,143.13002,92.0,50.0,100.0,17.0,14.535,6.3785367,1.8,0.5091169,1006.4613,1001.80145,DKI3,0,Hari Kerja,0,Monday,0,10,279,4,1,3.3291728000000003,227.0864963862362,2226830.0,0.4207783314977973
2025-10-07,32.5615,24.6115,10.7,9,10.514218,206.56499,21.4056,27.43025,79.333336,70.166664,1005.5908,28.8,206.56499,93.0,55.0,100.0,33.0,14.88,4.2780614,1.4399999,1.08,1007.71814,1003.3763,DKI3,0,Hari Kerja,0,Tuesday,1,10,280,4,1,112.50213259999998,133.27311598234567,2226830.0,0.4207783314977973
2025-10-08,33.211502,23.761501,7.7,7,10.829959,3.8140097,24.246,27.590668,78.458336,62.375,1004.4069,21.96,3.8140097,96.0,51.0,100.0,3.0,8.91,3.482852,3.6,1.08,1006.9637,1000.89746,DKI3,0,Hari Kerja,0,Wednesday,2,10,281,4,1,83.3906843,138.64282752972355,2226830.0,0.4207783314977973
2025-10-09,33.8115,23.9115,0.6,1,15.111424,360.0,25.4196,27.861502,73.458336,44.166668,1003.6149,30.239998,360.0,93.0,45.0,100.0,2.0,11.07,4.533062,3.96,1.609969,1005.4369,1000.83514,DKI3,0,Hari Kerja,0,Thursday,3,10,282,4,1,9.066854399999999,206.45785233438448,2226830.0,0.4207783314977973
2025-10-10,33.711502,23.5615,2.6,3,14.044615,161.56496,24.8112,27.832335,71.916664,55.583332,1003.428,29.88,161.56496,91.0,44.0,100.0,0.0,12.044999,4.444054,3.2399998,1.484318,1005.5759,1000.4389,DKI3,0,Hari Kerja,0,Friday,4,10,283,4,1,36.515999,195.95958928545406,2226830.0,0.4207783314977973
2025-10-11,32.9115,24.6615,0.4,2,11.177405,126.86999,24.1128,28.328169,70.875,63.583332,1003.03046,24.119999,126.86999,89.0,48.0,92.0,9.0,13.079999,5.244225,3.2399998,1.609969,1005.41895,999.9264,DKI3,0,Hari Kerja,1,Saturday,5,10,284,4,1,4.470962,158.18381204594428,2226830.0,0.4207783314977973
2025-10-12,34.1615,24.3615,0.2,1,13.527572,26.564985,24.0372,28.726084,70.25,50.541668,1002.36127,29.88,26.564985,90.0,45.0,100.0,0.0,13.035,5.333554,3.6,0.8049845,1004.4402,999.559,DKI3,0,Hari Kerja,1,Sunday,6,10,285,4,1,2.7055144,193.01799644037635,2226830.0,0.4207783314977973
2025-10-13,33.9115,25.3615,11.5,9,13.397612,206.56499,21.2076,28.332335,77.125,83.708336,1002.39355,32.399998,206.56499,90.0,52.0,100.0,54.0,17.624998,4.4777155,3.2399998,0.5091169,1004.5042,999.62164,DKI3,0,Hari Kerja,0,Monday,0,10,286,4,1,154.072538,174.12875013552804,2226830.0,0.4207783314977973
2025-10-14,33.9115,25.0615,0.7,1,13.708391,161.56496,22.5468,28.859419,75.333336,79.625,1001.05304,33.12,161.56496,95.0,51.0,100.0,27.0,13.035,5.1169453,2.16,0.8049845,1003.2346,998.35834,DKI3,0,Hari Kerja,0,Tuesday,1,10,287,4,1,9.5958737,182.16140705701181,2226830.0,0.4207783314977973
2025-10-15,33.1615,25.9615,1.3,4,13.830749,146.3099,21.4884,28.832335,75.416664,62.958332,999.7536,34.56,146.3099,91.0,57.0,90.0,29.0,18.345,6.235809,3.6,1.2979984,1002.1222,996.84607,DKI3,0,Hari Kerja,0,Wednesday,2,10,288,4,1,17.979973700000002,183.345965865666,2226830.0,0.4207783314977973
2025-10-16,34.8615,26.011501,2.3,5,17.068707,251.56496,20.2284,28.965668,75.625,89.791664,999.6118,34.56,251.56496,89.0,48.0,100.0,47.0,17.16,4.78499,2.8799999,1.1384199,1001.6151,996.5618,DKI3,0,Hari Kerja,0,Thursday,3,10,289,4,1,39.258026099999995,225.6142932620509,2226830.0,0.4207783314977973
2025-10-17,34.9115,25.4615,13.5,10,15.84409,153.43501,21.8376,28.809418,75.708336,83.625,1000.543,31.68,153.43501,93.0,47.0,100.0,34.0,13.275001,4.6194663,1.08,0.0,1002.7792,997.7509,DKI3,0,Hari Kerja,0,Friday,4,10,290,4,1,213.895215,209.39164930094353,2226830.0,0.4207783314977973
2025-10-18,33.6615,25.3115,4.3,6,11.659777,180.0,22.4136,28.388582,76.958336,74.208336,1000.00775,25.56,180.0,91.0,50.0,100.0,18.0,10.605,3.8321922,3.96,0.71999997,1002.2168,997.41516,DKI3,0,Hari Kerja,1,Saturday,5,10,291,4,1,50.1370411,151.50882892363666,2226830.0,0.4207783314977973
2025-10-19,32.8615,25.2115,1.9000001,4,12.429127,184.39862,21.006,28.2865,78.416664,68.5,999.0664,26.28,184.39862,94.0,58.0,92.0,39.0,13.695,5.052216,3.6,0.8049845,1001.12933,996.63464,DKI3,0,Hari Kerja,1,Sunday,6,10,292,4,1,23.6153425429127,158.35311697310664,2226830.0,0.4207783314977973
