tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk
2017-11-09,DKI2,45.0,,49.0,11.0,75.0,16.0,75.0,O3,SEDANG,30.6,24.8,14.9,9.0,11.4,247.0,17.15,26.6,87.0,99.0,1007.3,33.1,247.0,94.0,71.0,100.0,96.0,15.2,5.9,3.6,1.1,1009.3,1005.3,87.91000000000001,0.0058572421324332,1.0,0.0,,0.0,Thursday,1,2017.0,1781316
2017-11-09,DKI3,56.0,,14.0,20.0,31.0,6.0,56.0,PM10,SEDANG,30.7,23.4,13.6,10.0,9.6,242.0,16.0,25.9,87.0,98.0,1000.2,24.5,242.0,99.0,66.0,100.0,94.0,12.6,4.6,4.0,1.5,1002.1,998.7,62.56,0.0045990801839632,1.0,0.0,,0.0,Thursday,1,2017.0,2226830
2017-11-09,DKI4,59.0,,53.0,15.0,,10.0,59.0,PM10,SEDANG,31.4,23.3,16.7,9.0,10.0,263.0,16.42,26.1,87.0,99.0,1004.2,25.2,263.0,100.0,65.0,100.0,95.0,12.6,4.6,5.0,0.5,1006.2,1002.5,76.82,0.0045807608046205,1.0,0.0,,0.0,Thursday,1,2017.0,2892783
2017-11-09,DKI5,48.0,,21.0,34.0,58.0,8.0,58.0,O3,SEDANG,31.4,24.2,14.6,11.0,8.7,244.0,15.87,26.4,87.0,99.0,1006.6,23.4,244.0,96.0,65.0,100.0,95.0,13.1,5.1,4.3,1.8,1008.8,1004.9,74.46,0.005066560699384,1.0,0.0,,0.0,Thursday,1,2017.0,2528065
2017-11-10,DKI1,50.0,,19.0,28.0,101.0,5.0,101.0,O3,TIDAK SEHAT,32.0,23.4,6.2,7.0,6.8,214.0,18.88,27.1,81.0,97.0,1007.8,19.4,214.0,98.0,58.0,100.0,92.0,12.1,4.6,5.4,1.9,1009.6,1005.6,28.52,0.0045643976979559,1.0,0.0,,0.0,Friday,1,2017.0,921344
2017-11-10,DKI2,51.0,,51.0,15.0,69.0,18.0,69.0,O3,SEDANG,31.1,24.2,1.0,6.0,10.8,219.0,19.96,27.3,81.0,97.0,1007.6,27.7,219.0,95.0,62.0,100.0,91.0,16.2,6.3,9.0,0.7,1009.4,1005.4,6.3,0.0062524811433108,0.0,0.0,,0.0,Friday,1,2017.0,1781316
2017-11-10,DKI3,47.0,,14.0,20.0,48.0,12.0,48.0,O3,BAIK,31.2,23.1,0.9,4.0,7.3,230.0,17.52,26.5,82.0,98.0,1000.5,19.1,230.0,97.0,60.0,100.0,95.0,12.2,5.0,5.8,2.9,1002.2,998.5,4.5,0.0049975012493753,0.0,0.0,,0.0,Friday,1,2017.0,2226830
2017-11-10,DKI4,52.0,,53.0,10.0,106.0,11.0,106.0,O3,TIDAK SEHAT,31.9,23.2,7.6,7.0,8.4,222.0,18.93,26.8,81.0,97.0,1004.5,20.2,222.0,97.0,56.0,100.0,92.0,13.0,5.2,5.0,1.1,1006.3,1002.4,39.52,0.0051767048282727,1.0,0.0,,0.0,Friday,1,2017.0,2892783
2017-11-10,DKI5,40.0,,20.0,45.0,100.0,13.0,100.0,O3,SEDANG,31.7,23.5,1.7,5.0,6.2,219.0,18.06,27.1,81.0,98.0,1006.9,18.4,219.0,97.0,60.0,100.0,94.0,12.1,4.7,5.8,2.9,1008.7,1004.7,7.99,0.0046677922335882,1.0,0.0,,0.0,Friday,1,2017.0,2528065
2017-11-11,DKI1,56.0,,20.0,24.0,150.0,5.0,150.0,O3,TIDAK SEHAT,32.9,24.2,1.8,6.0,10.6,231.0,22.5,27.6,80.0,78.0,1008.1,24.5,231.0,93.0,56.0,99.0,31.0,12.8,4.5,2.9,0.8,1009.7,1005.8,8.1,0.0044638428727308,1.0,0.0,,1.0,Saturday,0,2017.0,921344
2017-11-11,DKI2,,,,14.0,,19.0,19.0,NO2,BAIK,31.6,24.8,0.1,1.0,11.7,212.0,23.22,27.8,78.0,74.0,1007.9,30.2,212.0,94.0,59.0,99.0,20.0,14.4,5.4,4.7,1.6,1009.5,1005.6,0.54,0.0053576743724575,0.0,0.0,,1.0,Saturday,0,2017.0,1781316
2017-11-11,DKI3,45.0,,14.0,15.0,40.0,6.0,45.0,PM10,BAIK,32.6,24.0,9.0,5.0,7.3,210.0,21.33,27.0,80.0,84.0,1000.8,20.2,210.0,92.0,56.0,100.0,38.0,11.5,3.9,5.8,0.7,1002.4,998.5,35.1,0.0038968824940047,1.0,0.0,,1.0,Saturday,0,2017.0,2226830
2017-11-11,DKI4,58.0,,53.0,12.0,122.0,12.0,122.0,O3,TIDAK SEHAT,32.4,24.1,8.2,5.0,8.4,189.0,22.27,27.3,80.0,78.0,1004.8,23.0,189.0,93.0,56.0,99.0,26.0,11.7,3.9,4.0,0.4,1006.4,1002.6,31.98,0.0038813694267515,1.0,0.0,,1.0,Saturday,0,2017.0,2892783
2017-11-11,DKI5,,,21.0,35.0,125.0,10.0,125.0,O3,TIDAK SEHAT,32.8,24.2,2.1,6.0,10.1,228.0,22.14,27.5,80.0,79.0,1007.2,24.5,228.0,93.0,56.0,98.0,38.0,13.1,4.5,5.0,1.4,1008.8,1005.1,9.45,0.0044678316123907,1.0,0.0,,1.0,Saturday,0,2017.0,2528065
2017-11-12,DKI1,44.0,,18.0,18.0,81.0,3.0,81.0,O3,SEDANG,32.1,24.2,15.0,3.0,7.7,163.0,19.63,27.2,84.0,96.0,1007.7,23.0,163.0,97.0,64.0,100.0,69.0,10.5,3.6,2.5,0.8,1009.5,1005.5,54.0,0.0035724918130395,1.0,0.0,,1.0,Sunday,0,2017.0,921344
2017-11-12,DKI3,51.0,,14.0,15.0,85.0,12.0,85.0,O3,SEDANG,31.7,23.6,15.2,3.0,11.3,180.0,18.6,26.6,84.0,95.0,1000.4,27.0,180.0,92.0,64.0,100.0,59.0,12.5,4.8,5.0,1.5,1002.2,998.2,72.96,0.0047980807676929,1.0,0.0,,1.0,Sunday,0,2017.0,2226830
2017-11-12,DKI4,48.0,,52.0,9.0,99.0,9.0,99.0,O3,SEDANG,31.9,24.2,17.6,4.0,10.0,109.0,19.58,26.9,84.0,96.0,1004.4,28.4,109.0,96.0,65.0,100.0,86.0,11.1,3.8,3.2,0.0,1006.2,1002.3,66.88,0.0037833532457188,1.0,0.0,,1.0,Sunday,0,2017.0,2892783
2017-11-12,DKI5,,,19.0,33.0,75.0,6.0,75.0,O3,SEDANG,32.2,24.3,13.9,5.0,10.2,205.0,19.39,27.3,82.0,96.0,1006.8,25.6,205.0,92.0,63.0,100.0,69.0,11.2,3.9,4.3,0.4,1008.6,1004.7,54.21,0.0038736591179976,1.0,0.0,,1.0,Sunday,0,2017.0,2528065
2017-11-13,DKI1,28.0,,18.0,21.0,60.0,4.0,60.0,O3,SEDANG,30.7,24.4,4.3,7.0,7.4,154.0,13.53,26.8,85.0,100.0,1007.4,21.2,154.0,97.0,65.0,100.0,98.0,10.3,4.0,2.5,0.8,1009.0,1005.7,17.2,0.0039706174310105,1.0,0.0,,0.0,Monday,1,2017.0,921344
2017-11-13,DKI2,49.0,,48.0,12.0,66.0,19.0,66.0,O3,SEDANG,30.1,24.7,5.3,8.0,10.1,142.0,13.75,26.9,84.0,100.0,1007.1,23.4,142.0,96.0,69.0,100.0,98.0,13.5,5.4,4.0,1.5,1008.7,1005.4,28.62,0.0053619302949061,1.0,0.0,,0.0,Monday,1,2017.0,1781316
2017-11-13,DKI3,41.0,,13.0,15.0,58.0,6.0,58.0,O3,SEDANG,30.5,23.6,9.7,7.0,11.3,171.0,13.27,26.0,87.0,99.0,1000.0,26.3,171.0,96.0,65.0,100.0,97.0,11.3,4.3,4.7,1.8,1001.6,998.4,41.71,0.0043,1.0,0.0,,0.0,Monday,1,2017.0,2226830
2017-11-13,DKI4,51.0,,53.0,13.0,52.0,11.0,53.0,SO2,SEDANG,30.3,24.0,6.3,9.0,10.7,98.0,13.64,26.3,87.0,100.0,1004.1,28.8,98.0,98.0,64.0,100.0,98.0,12.3,4.7,3.6,0.8,1005.7,1002.4,29.61,0.0046808086843939,1.0,0.0,,0.0,Monday,1,2017.0,2892783
2017-11-13,DKI5,39.0,,18.0,37.0,62.0,8.0,62.0,O3,SEDANG,31.1,24.5,7.3,7.0,7.6,182.0,13.58,26.9,84.0,100.0,1006.4,22.7,182.0,97.0,61.0,100.0,99.0,10.7,4.0,4.7,1.3,1008.1,1004.8,29.2,0.0039745627980922,1.0,0.0,,0.0,Monday,1,2017.0,2528065
2017-11-14,DKI1,52.0,,19.0,27.0,71.0,5.0,71.0,O3,SEDANG,31.6,24.1,39.4,15.0,10.2,285.0,19.2,26.7,87.0,82.0,1007.7,29.5,285.0,97.0,64.0,100.0,20.0,13.8,4.7,4.0,1.5,1009.8,1005.5,185.18,0.0046640865336905,1.0,0.0,,0.0,Tuesday,1,2017.0,921344
2017-11-14,DKI2,53.0,,53.0,18.0,61.0,22.0,61.0,O3,SEDANG,30.8,24.2,21.7,15.0,11.4,279.0,19.97,26.7,87.0,83.0,1007.4,32.8,279.0,98.0,68.0,100.0,14.0,15.7,5.4,4.7,0.4,1009.6,1005.3,117.18,0.0053603335318642,1.0,0.0,,0.0,Tuesday,1,2017.0,1781316
2017-11-14,DKI3,41.0,,14.0,19.0,99.0,7.0,99.0,O3,SEDANG,31.6,23.0,29.3,12.0,8.8,300.0,18.14,26.0,86.0,82.0,1000.3,25.9,300.0,98.0,63.0,100.0,35.0,13.9,5.1,2.2,1.0,1002.4,998.5,149.43,0.0050984704588623,1.0,0.0,,0.0,Tuesday,1,2017.0,2226830
2017-11-14,DKI4,54.0,,53.0,19.0,89.0,11.0,89.0,O3,SEDANG,31.6,23.4,37.9,14.0,9.8,297.0,17.37,26.1,88.0,93.0,1004.4,28.8,297.0,100.0,63.0,100.0,51.0,14.8,5.7,3.6,0.8,1006.5,1002.2,216.03,0.0056750298685782,1.0,0.0,,0.0,Tuesday,1,2017.0,2892783
2017-11-14,DKI5,58.0,,18.0,42.0,93.0,13.0,93.0,O3,SEDANG,31.8,24.1,39.3,14.0,9.6,274.0,19.63,26.8,86.0,84.0,1006.8,29.2,274.0,96.0,64.0,100.0,18.0,14.4,4.7,3.6,2.2,1008.8,1004.6,184.71,0.0046682558601509,1.0,0.0,,0.0,Tuesday,1,2017.0,2528065
2017-11-15,DKI1,48.0,,19.0,22.0,102.0,5.0,102.0,O3,TIDAK SEHAT,30.1,23.9,1.5,10.0,8.4,113.0,10.85,26.6,87.0,100.0,1008.0,19.8,113.0,98.0,72.0,100.0,97.0,11.9,4.1,4.3,0.0,1009.8,1005.7,6.15,0.0040674603174603,1.0,0.0,,0.0,Wednesday,1,2017.0,921344
2017-11-15,DKI2,40.0,,53.0,12.0,79.0,29.0,79.0,O3,SEDANG,29.4,24.1,2.1,10.0,9.7,85.0,10.36,26.6,88.0,100.0,1007.7,23.0,85.0,97.0,77.0,100.0,95.0,12.6,5.0,5.8,0.8,1009.6,1005.5,10.5,0.0049617941847772,1.0,0.0,,0.0,Wednesday,1,2017.0,1781316
2017-11-15,DKI3,37.0,,14.0,17.0,121.0,12.0,121.0,O3,TIDAK SEHAT,29.8,23.2,2.0,10.0,9.8,120.0,10.67,25.9,88.0,100.0,1000.6,19.1,120.0,99.0,71.0,100.0,95.0,12.1,4.5,4.7,1.1,1002.4,998.4,9.0,0.0044973016190285,1.0,0.0,,0.0,Wednesday,1,2017.0,2226830
2017-11-15,DKI4,46.0,,53.0,10.0,98.0,20.0,98.0,O3,SEDANG,29.7,23.5,3.3,9.0,9.5,117.0,9.89,26.0,88.0,100.0,1004.7,23.0,117.0,99.0,69.0,100.0,96.0,12.2,4.9,6.1,1.5,1006.6,1002.6,16.17,0.0048770777346471,1.0,0.0,,0.0,Wednesday,1,2017.0,2892783
2017-11-15,DKI5,47.0,,20.0,32.0,98.0,11.0,98.0,O3,SEDANG,30.2,24.0,0.9,8.0,8.0,123.0,11.45,26.8,86.0,100.0,1007.0,18.0,123.0,98.0,70.0,100.0,95.0,11.2,4.0,2.9,1.1,1008.9,1004.7,3.6,0.0039721946375372,0.0,0.0,,0.0,Wednesday,1,2017.0,2528065
2017-11-16,DKI1,54.0,,26.0,27.0,125.0,6.0,125.0,O3,TIDAK SEHAT,29.8,24.1,29.2,14.0,12.1,114.0,14.53,26.0,89.0,96.0,1007.9,29.2,114.0,97.0,77.0,100.0,82.0,13.9,5.3,4.0,1.8,1009.8,1006.3,154.76,0.005258458180375,1.0,0.0,,0.0,Thursday,1,2017.0,921344
2017-11-16,DKI2,59.0,,54.0,11.0,101.0,19.0,101.0,O3,TIDAK SEHAT,29.4,24.3,25.4,14.0,13.4,116.0,14.72,26.2,89.0,96.0,1007.7,31.0,116.0,95.0,78.0,100.0,80.0,16.7,6.4,4.0,1.6,1009.5,1006.1,162.56,0.0063510965565148,1.0,0.0,,0.0,Thursday,1,2017.0,1781316
2017-11-16,DKI3,61.0,,16.0,19.0,107.0,9.0,107.0,O3,TIDAK SEHAT,29.1,23.6,37.4,14.0,11.5,105.0,13.3,25.5,89.0,94.0,1000.5,35.3,105.0,97.0,74.0,100.0,53.0,14.4,5.6,5.0,1.1,1002.4,999.0,209.44,0.0055972013993003,1.0,0.0,,0.0,Thursday,1,2017.0,2226830
2017-11-16,DKI4,72.0,,53.0,11.0,85.0,15.0,85.0,O3,SEDANG,29.2,23.5,39.7,14.0,13.6,103.0,13.85,25.6,90.0,96.0,1004.6,31.3,103.0,97.0,76.0,100.0,78.0,15.9,6.1,7.2,0.5,1006.4,1003.0,242.17,0.0060720684849691,1.0,0.0,,0.0,Thursday,1,2017.0,2892783
2017-11-16,DKI5,59.0,,23.0,30.0,103.0,9.0,103.0,O3,TIDAK SEHAT,30.0,24.0,25.2,14.0,10.5,128.0,14.41,26.0,89.0,96.0,1007.0,31.3,128.0,98.0,72.0,100.0,81.0,14.2,5.4,3.2,2.3,1008.9,1005.4,136.08,0.0053624627606752,1.0,0.0,,0.0,Thursday,1,2017.0,2528065
2017-11-17,DKI1,,,,32.0,,,32.0,CO,BAIK,31.5,23.2,9.4,8.0,11.8,251.0,19.22,26.6,86.0,87.0,1007.4,31.3,251.0,98.0,65.0,100.0,54.0,14.4,4.9,1.8,1.1,1008.7,1004.6,46.06,0.0048640063529878,1.0,0.0,,0.0,Friday,1,2017.0,921344
2017-11-17,DKI2,55.0,,54.0,15.0,90.0,26.0,90.0,O3,SEDANG,30.7,23.6,12.8,9.0,10.9,263.0,20.63,26.6,86.0,85.0,1007.2,32.0,263.0,96.0,70.0,100.0,36.0,16.7,5.6,4.7,2.1,1008.6,1004.4,71.67999999999999,0.0055599682287529,1.0,0.0,,0.0,Friday,1,2017.0,1781316
2017-11-17,DKI3,51.0,,15.0,29.0,89.0,10.0,89.0,O3,SEDANG,30.6,22.6,11.5,6.0,13.1,247.0,18.15,25.9,86.0,85.0,1000.0,34.2,247.0,99.0,67.0,100.0,34.0,14.0,5.0,3.2,1.0,1001.4,997.4,57.5,0.005,1.0,0.0,,0.0,Friday,1,2017.0,2226830
2017-11-17,DKI4,51.0,,53.0,20.0,126.0,18.0,126.0,O3,TIDAK SEHAT,32.0,22.6,12.1,7.0,11.6,273.0,19.2,26.0,89.0,85.0,1004.1,37.8,273.0,99.0,65.0,100.0,44.0,15.3,5.2,2.5,0.4,1005.4,1001.5,62.92,0.0051787670550741,1.0,0.0,,0.0,Friday,1,2017.0,2892783
2017-11-17,DKI5,57.0,,19.0,57.0,84.0,25.0,84.0,O3,SEDANG,31.6,23.4,11.8,9.0,13.7,249.0,18.35,26.6,86.0,88.0,1006.5,32.0,249.0,98.0,65.0,100.0,63.0,14.9,5.2,2.5,0.7,1007.8,1003.8,61.36000000000001,0.0051664182811723,1.0,0.0,,0.0,Friday,1,2017.0,2528065
2017-11-18,DKI1,59.0,,22.0,27.0,80.0,5.0,80.0,O3,SEDANG,30.0,24.0,2.2,7.0,8.4,359.0,15.44,26.5,87.0,98.0,1007.3,22.3,359.0,98.0,72.0,100.0,93.0,12.0,4.5,2.2,1.1,1009.0,1005.0,9.9,0.00446738806711,1.0,0.0,,1.0,Saturday,0,2017.0,921344
2017-11-18,DKI2,60.0,,55.0,19.0,66.0,16.0,66.0,O3,SEDANG,29.4,24.5,2.9,7.0,7.7,80.0,16.07,26.6,86.0,97.0,1007.0,23.4,80.0,94.0,76.0,100.0,85.0,14.6,5.7,6.5,2.5,1008.8,1004.7,16.53,0.0056603773584905,1.0,0.0,,1.0,Saturday,0,2017.0,1781316
2017-11-18,DKI3,44.0,,15.0,17.0,82.0,5.0,82.0,O3,SEDANG,30.5,22.9,13.9,8.0,6.6,11.0,15.33,25.9,87.0,98.0,999.9,21.6,11.0,99.0,66.0,100.0,94.0,12.3,4.2,5.0,1.5,1001.5,997.6,58.38,0.0042004200420042,1.0,0.0,,1.0,Saturday,0,2017.0,2226830
2017-11-18,DKI4,55.0,,53.0,16.0,55.0,10.0,55.0,PM10,SEDANG,29.7,23.2,7.7,9.0,9.4,293.0,15.26,26.2,87.0,97.0,1003.9,23.4,293.0,100.0,73.0,100.0,84.0,13.0,5.0,5.0,0.5,1005.6,1001.5,38.5,0.0049805757545572,1.0,0.0,,1.0,Saturday,0,2017.0,2892783
2017-11-18,DKI5,53.0,,21.0,31.0,110.0,10.0,110.0,O3,TIDAK SEHAT,30.1,23.9,5.6,8.0,8.6,324.0,15.33,26.4,86.0,98.0,1006.4,24.1,324.0,98.0,70.0,100.0,91.0,12.4,4.3,2.9,0.4,1008.1,1004.1,24.08,0.0042726550079491,1.0,0.0,,1.0,Saturday,0,2017.0,2528065
2017-11-19,DKI1,46.0,,20.0,22.0,79.0,9.0,79.0,O3,SEDANG,29.9,23.9,13.8,15.0,10.5,37.0,14.42,26.6,86.0,98.0,1007.5,25.6,37.0,97.0,69.0,100.0,90.0,11.9,4.2,2.2,0.4,1009.4,1005.3,57.96000000000001,0.0041687344913151,1.0,0.0,,1.0,Sunday,0,2017.0,921344
2017-11-19,DKI2,47.0,,53.0,16.0,76.0,16.0,76.0,O3,SEDANG,28.9,24.8,3.8,10.0,11.7,37.0,13.75,26.7,88.0,98.0,1007.3,27.4,37.0,95.0,77.0,100.0,90.0,15.1,5.5,5.0,1.5,1009.1,1005.0,20.9,0.0054601409709123,1.0,0.0,,1.0,Sunday,0,2017.0,1781316
2017-11-19,DKI3,38.0,,15.0,23.0,63.0,5.0,63.0,O3,SEDANG,30.3,23.0,1.9,8.0,9.5,79.0,15.2,26.2,86.0,98.0,1000.1,21.6,79.0,99.0,63.0,100.0,94.0,11.8,4.3,4.0,1.3,1002.0,998.0,8.17,0.0042995700429957,1.0,0.0,,1.0,Sunday,0,2017.0,2226830
2017-11-19,DKI4,,,53.0,16.0,80.0,8.0,80.0,O3,SEDANG,30.1,23.2,6.0,13.0,9.4,66.0,14.62,26.2,87.0,98.0,1004.2,22.3,66.0,100.0,66.0,100.0,93.0,12.7,4.7,5.4,0.7,1006.1,1002.0,28.200000000000003,0.0046803425612427,1.0,0.0,,1.0,Sunday,0,2017.0,2892783
2017-11-19,DKI5,56.0,,18.0,36.0,85.0,8.0,85.0,O3,SEDANG,30.0,23.9,11.4,9.0,8.8,62.0,14.82,26.6,87.0,98.0,1006.6,23.4,62.0,95.0,74.0,100.0,92.0,11.4,4.0,3.2,0.8,1008.5,1004.3,45.6,0.0039737730975561,1.0,0.0,,1.0,Sunday,0,2017.0,2528065
2017-11-20,DKI1,48.0,,21.0,20.0,128.0,5.0,128.0,O3,TIDAK SEHAT,32.7,24.1,0.9,3.0,11.7,225.0,17.0,27.6,75.0,96.0,1007.5,23.0,225.0,98.0,46.0,100.0,81.0,14.5,6.6,3.6,2.6,1009.5,1004.8,5.94,0.0065508684863523,0.0,0.0,,0.0,Monday,1,2017.0,921344
2017-11-20,DKI2,55.0,,54.0,11.0,105.0,11.0,105.0,O3,TIDAK SEHAT,32.4,24.8,0.4,3.0,16.6,235.0,17.13,27.7,75.0,97.0,1007.2,31.0,235.0,97.0,48.0,100.0,87.0,16.1,7.0,5.0,2.2,1009.3,1004.6,2.8000000000000003,0.0069499602859412,0.0,0.0,,0.0,Monday,1,2017.0,1781316
2017-11-20,DKI3,,,15.0,16.0,53.0,5.0,53.0,O3,SEDANG,31.5,22.6,0.1,1.0,22.0,206.0,17.62,26.9,74.0,93.0,1000.2,41.8,206.0,99.0,46.0,100.0,57.0,19.4,9.3,4.3,1.8,1002.0,997.7,0.9300000000000002,0.0092981403719256,0.0,0.0,,0.0,Monday,1,2017.0,2226830
2017-11-20,DKI4,,,53.0,12.0,79.0,9.0,79.0,O3,SEDANG,32.1,23.4,0.9,4.0,11.2,228.0,17.59,27.0,78.0,96.0,1004.2,23.8,228.0,100.0,46.0,100.0,74.0,13.9,6.2,6.1,2.5,1006.2,1001.6,5.58,0.0061740689105755,0.0,0.0,,0.0,Monday,1,2017.0,2892783
2017-11-20,DKI5,52.0,,19.0,34.0,96.0,12.0,96.0,O3,SEDANG,32.5,23.9,0.1,1.0,10.7,229.0,17.24,27.5,76.0,96.0,1006.6,23.8,229.0,98.0,50.0,99.0,86.0,13.7,5.9,3.6,2.3,1008.6,1003.9,0.5900000000000001,0.0058613153188952,0.0,0.0,,0.0,Monday,1,2017.0,2528065
2017-11-21,DKI1,30.0,,20.0,19.0,141.0,5.0,141.0,O3,TIDAK SEHAT,31.8,24.2,3.1,9.0,10.0,237.0,16.34,27.3,78.0,100.0,1006.8,22.7,237.0,92.0,57.0,100.0,98.0,15.2,5.8,4.7,0.8,1008.1,1004.7,17.98,0.0057608263806118,1.0,0.0,,0.0,Tuesday,1,2017.0,921344
2017-11-21,DKI2,43.0,,53.0,8.0,106.0,14.0,106.0,O3,TIDAK SEHAT,30.8,25.1,9.6,8.0,13.7,280.0,16.36,27.4,79.0,100.0,1006.5,31.0,280.0,93.0,62.0,100.0,98.0,17.0,6.7,6.8,2.3,1007.8,1004.4,64.32,0.0066567312468951,1.0,0.0,,0.0,Tuesday,1,2017.0,1781316
2017-11-21,DKI3,,,15.0,12.0,134.0,9.0,134.0,O3,TIDAK SEHAT,31.5,23.6,1.8,8.0,13.4,210.0,17.03,26.8,78.0,100.0,999.4,23.8,210.0,95.0,56.0,100.0,99.0,14.2,5.7,3.6,1.8,1000.8,997.6,10.26,0.0057034220532319,1.0,0.0,,0.0,Tuesday,1,2017.0,2226830
2017-11-21,DKI4,59.0,,54.0,,97.0,15.0,97.0,O3,SEDANG,31.4,23.3,14.0,8.0,11.2,34.0,15.67,26.7,80.0,100.0,1003.5,24.8,34.0,93.0,58.0,100.0,98.0,13.1,5.0,3.6,1.5,1004.9,1001.6,70.0,0.0049825610363726,1.0,0.0,,0.0,Tuesday,1,2017.0,2892783
2017-11-21,DKI5,51.0,,19.0,35.0,153.0,6.0,153.0,O3,TIDAK SEHAT,31.9,24.0,8.8,6.0,10.0,231.0,16.88,27.3,78.0,100.0,1005.9,23.8,231.0,92.0,57.0,100.0,97.0,14.2,5.0,6.8,0.4,1007.2,1003.7,44.0,0.0049706730291281,1.0,0.0,,0.0,Tuesday,1,2017.0,2528065
2017-11-22,DKI2,56.0,,54.0,12.0,32.0,23.0,56.0,PM10,SEDANG,30.0,25.0,3.7,4.0,13.2,281.0,13.14,26.9,86.0,100.0,1005.4,29.5,281.0,93.0,70.0,100.0,98.0,14.0,5.6,5.4,1.8,1006.7,1003.0,20.72,0.0055699224189377,1.0,0.0,,0.0,Wednesday,1,2017.0,1781316
2017-11-22,DKI3,,,15.0,11.0,116.0,5.0,116.0,O3,TIDAK SEHAT,30.4,24.0,0.6,3.0,9.8,273.0,15.87,26.3,87.0,99.0,998.3,23.4,273.0,98.0,67.0,100.0,95.0,12.2,4.4,1.1,0.4,999.6,996.2,2.64,0.004407492737654,0.0,0.0,,0.0,Wednesday,1,2017.0,2226830
2017-11-22,DKI4,65.0,,53.0,13.0,117.0,10.0,117.0,O3,TIDAK SEHAT,30.9,23.9,6.4,8.0,9.7,263.0,15.34,26.4,87.0,100.0,1002.3,22.7,263.0,97.0,66.0,100.0,96.0,12.7,5.1,5.0,1.6,1003.7,1000.1,32.64,0.0050882969170906,1.0,0.0,,0.0,Wednesday,1,2017.0,2892783
2017-11-22,DKI5,56.0,,20.0,41.0,83.0,11.0,83.0,O3,SEDANG,30.9,24.4,0.5,3.0,8.4,260.0,12.6,26.9,85.0,100.0,1004.8,22.0,260.0,96.0,65.0,100.0,98.0,11.5,4.5,2.2,1.1,1006.1,1002.4,2.25,0.0044785031847133,0.0,0.0,,0.0,Wednesday,1,2017.0,2528065
2017-11-23,DKI2,70.0,,55.0,16.0,71.0,20.0,71.0,O3,SEDANG,30.6,24.5,1.1,5.0,19.6,276.0,19.26,27.7,79.0,100.0,1005.3,36.4,276.0,94.0,66.0,100.0,98.0,21.6,9.7,7.9,2.6,1007.1,1003.1,10.67,0.0096488610365065,1.0,0.0,,0.0,Thursday,1,2017.0,1781316
2017-11-23,DKI3,,,15.0,20.0,52.0,8.0,52.0,O3,SEDANG,31.1,23.0,1.0,3.0,14.1,242.0,20.11,27.1,80.0,99.0,998.2,29.5,242.0,97.0,63.0,100.0,98.0,16.1,6.6,4.3,2.2,1000.0,996.0,6.6,0.0066119014225606,0.0,0.0,,0.0,Thursday,1,2017.0,2226830
2017-11-23,DKI4,51.0,,53.0,10.0,50.0,8.0,53.0,SO2,SEDANG,31.5,23.5,2.1,6.0,8.9,255.0,20.23,27.2,83.0,99.0,1002.2,30.2,255.0,99.0,60.0,100.0,98.0,14.4,5.7,4.7,2.4,1004.0,999.9,11.97,0.0056874875274396,1.0,0.0,,0.0,Thursday,1,2017.0,2892783
2017-11-23,DKI5,53.0,,19.0,48.0,62.0,12.0,62.0,O3,SEDANG,31.5,23.9,1.1,4.0,13.7,270.0,18.12,27.6,80.0,100.0,1004.7,32.4,270.0,99.0,61.0,100.0,98.0,15.3,6.3,3.6,2.1,1006.4,1002.5,6.930000000000001,0.0062705285159749,1.0,0.0,,0.0,Thursday,1,2017.0,2528065
2017-11-24,DKI1,40.0,,19.0,17.0,18.0,2.0,40.0,PM10,BAIK,32.0,24.4,1.3,6.0,17.1,256.0,21.18,27.9,75.0,94.0,1006.2,37.4,256.0,90.0,57.0,100.0,64.0,21.2,9.6,9.0,5.4,1007.9,1004.4,12.48,0.009540846750149,1.0,0.0,,0.0,Friday,1,2017.0,921344
2017-11-24,DKI2,32.0,,53.0,6.0,32.0,18.0,53.0,SO2,SEDANG,31.8,25.0,1.1,4.0,17.3,260.0,20.94,28.2,73.0,95.0,1005.9,39.2,260.0,87.0,58.0,100.0,73.0,26.6,12.3,12.6,6.5,1007.5,1004.2,13.53,0.0122278556516552,1.0,0.0,,0.0,Friday,1,2017.0,1781316
2017-11-24,DKI3,30.0,,14.0,10.0,42.0,4.0,42.0,O3,BAIK,31.8,23.7,2.4,5.0,12.2,251.0,21.38,27.2,77.0,94.0,998.9,30.2,251.0,92.0,59.0,100.0,69.0,18.4,8.1,7.9,3.9,1000.5,997.4,19.44,0.0081089198117929,1.0,0.0,,0.0,Friday,1,2017.0,2226830
