tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical_parameter,target_kategori,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,surface_pressure_mean,wind_gusts_10m_max,winddirection_10m_dominant,relative_humidity_2m_max,relative_humidity_2m_min,cloud_cover_max,cloud_cover_min,wind_gusts_10m_mean,wind_speed_10m_mean,wind_gusts_10m_min,wind_speed_10m_min,surface_pressure_max,surface_pressure_min,washout_effect,ventilation_proxy,rainy_day,is_holiday_nasional,nama_libur,is_weekend,day_name,is_working_day,tahun,Total_Penduduk,ndvi
2016-11-13,DKI5,39.0,,9.0,36.0,49.0,4.0,49.0,O3,BAIK,29.8,23.8,23.7,16.0,7.6,261.0,17.86,25.9,88.0,99.0,1008.8,24.8,261.0,96.0,72.0,100.0,91.0,11.4,3.2,6.5,0.7,1010.5,1006.3,75.84,0.0031720856463124,1.0,0.0,,1.0,Sunday,0,2016.0,2496002.0,0.24758750000000002
2016-11-14,DKI1,55.0,,31.0,27.0,31.0,3.0,55.0,PM10,SEDANG,29.1,24.1,10.8,8.0,9.3,257.0,18.31,26.1,86.0,93.0,1008.8,25.6,257.0,97.0,72.0,100.0,69.0,12.4,4.9,6.8,2.8,1010.4,1006.4,52.92000000000001,0.0048572561459159,1.0,0.0,,0.0,Monday,1,2016.0,917754.0,0.1423625
2016-11-14,DKI2,51.0,,30.0,29.0,105.0,14.0,105.0,O3,TIDAK SEHAT,29.1,24.1,10.4,9.0,10.2,263.0,20.58,26.2,85.0,93.0,1008.6,26.3,263.0,96.0,72.0,100.0,64.0,13.1,5.0,6.1,3.1,1010.3,1006.4,52.0,0.0049573666468372,1.0,0.0,,0.0,Monday,1,2016.0,1764614.0,0.1188625
2016-11-14,DKI3,39.0,,28.0,10.0,120.0,8.0,120.0,O3,TIDAK SEHAT,29.1,23.1,10.8,8.0,9.3,257.0,18.31,25.5,89.0,93.0,1001.2,25.6,257.0,99.0,71.0,100.0,69.0,12.4,4.9,6.8,2.8,1002.9,998.9,52.92000000000001,0.0048941270475429,1.0,0.0,,0.0,Monday,1,2016.0,2206732.0,0.3648125
2016-11-14,DKI4,50.0,,23.0,17.0,118.0,9.0,118.0,O3,TIDAK SEHAT,29.3,23.5,10.4,9.0,10.2,263.0,20.58,25.9,87.0,93.0,1005.4,26.3,263.0,98.0,71.0,100.0,64.0,13.1,5.0,6.1,3.1,1007.1,1003.2,52.0,0.0049731450169086,1.0,0.0,,0.0,Monday,1,2016.0,2868910.0,0.4917375
2016-11-14,DKI5,28.0,,10.0,51.0,74.0,4.0,74.0,O3,SEDANG,29.0,24.0,10.8,8.0,9.3,257.0,18.31,26.1,86.0,93.0,1007.9,25.6,257.0,97.0,72.0,100.0,69.0,12.4,4.9,6.8,2.8,1009.5,1005.5,52.92000000000001,0.0048615934120448,1.0,0.0,,0.0,Monday,1,2016.0,2496002.0,0.22412500000000002
2016-11-15,DKI1,41.0,,31.0,30.0,21.0,5.0,41.0,PM10,BAIK,29.2,23.9,16.2,12.0,8.7,211.0,14.05,25.8,87.0,99.0,1009.1,22.0,211.0,94.0,72.0,100.0,94.0,13.3,5.7,6.8,1.8,1011.0,1007.4,92.34,0.0056485977603805,1.0,0.0,,0.0,Tuesday,1,2016.0,917754.0,0.13558125
2016-11-15,DKI2,40.0,,21.0,28.0,77.0,11.0,77.0,O3,SEDANG,29.2,24.0,20.9,12.0,8.9,215.0,14.27,25.8,87.0,99.0,1008.9,22.7,215.0,94.0,72.0,100.0,95.0,12.8,5.5,5.4,1.5,1010.7,1007.3,114.95,0.0054514818118743,1.0,0.0,,0.0,Tuesday,1,2016.0,1764614.0,0.11758125
2016-11-15,DKI3,51.0,,27.0,18.0,58.0,6.0,58.0,O3,SEDANG,29.6,22.6,16.2,12.0,8.7,211.0,14.05,25.3,90.0,99.0,1001.5,22.0,211.0,98.0,71.0,100.0,94.0,13.3,5.7,6.8,1.8,1003.4,999.9,92.34,0.0056914628057913,1.0,0.0,,0.0,Tuesday,1,2016.0,2206732.0,0.37535625000000006
2016-11-15,DKI4,51.0,,23.0,21.0,58.0,8.0,58.0,O3,SEDANG,29.6,23.2,20.9,12.0,8.9,215.0,14.27,25.4,89.0,99.0,1005.7,22.7,215.0,98.0,71.0,100.0,95.0,12.8,5.5,5.4,1.5,1007.4,1004.1,114.95,0.0054688276822113,1.0,0.0,,0.0,Tuesday,1,2016.0,2868910.0,0.48746875
2016-11-15,DKI5,36.0,,9.0,48.0,58.0,3.0,58.0,O3,SEDANG,29.2,23.8,16.2,12.0,8.7,211.0,14.05,25.8,87.0,99.0,1008.2,22.0,211.0,94.0,72.0,100.0,94.0,13.3,5.7,6.8,1.8,1010.1,1006.5,92.34,0.0056536401507637,1.0,0.0,,0.0,Tuesday,1,2016.0,2496002.0,0.20066250000000002
2016-11-16,DKI1,54.0,,31.0,32.0,26.0,3.0,54.0,PM10,SEDANG,30.4,23.7,12.4,18.0,9.0,254.0,15.77,26.0,85.0,80.0,1008.6,17.6,254.0,96.0,64.0,100.0,34.0,11.1,4.5,6.1,2.2,1010.5,1005.8,55.8,0.0044616299821534,1.0,0.0,,0.0,Wednesday,1,2016.0,917754.0,0.1288
2016-11-16,DKI2,46.0,,24.0,28.0,116.0,19.0,116.0,O3,TIDAK SEHAT,30.2,23.7,8.8,17.0,7.8,266.0,16.19,26.1,84.0,83.0,1008.4,16.6,266.0,95.0,63.0,100.0,36.0,11.6,4.6,5.0,1.1,1010.4,1005.6,40.48,0.0045616818722729,1.0,0.0,,0.0,Wednesday,1,2016.0,1764614.0,0.1163
2016-11-16,DKI3,42.0,,28.0,20.0,139.0,8.0,139.0,O3,TIDAK SEHAT,30.6,22.9,12.4,18.0,9.0,254.0,15.77,25.7,87.0,80.0,1001.1,17.6,254.0,99.0,63.0,100.0,34.0,11.1,4.5,6.1,2.2,1002.9,998.4,55.8,0.004495055439017,1.0,0.0,,0.0,Wednesday,1,2016.0,2206732.0,0.3859
2016-11-16,DKI4,55.0,,23.0,30.0,104.0,9.0,104.0,O3,TIDAK SEHAT,30.5,23.2,8.8,17.0,7.8,266.0,16.19,25.9,85.0,83.0,1005.2,16.6,266.0,98.0,63.0,100.0,36.0,11.6,4.6,5.0,1.1,1007.2,1002.4,40.48,0.0045762037405491,1.0,0.0,,0.0,Wednesday,1,2016.0,2868910.0,0.4832
2016-11-16,DKI5,28.0,,10.0,52.0,55.0,3.0,55.0,O3,SEDANG,30.3,23.7,12.4,18.0,9.0,254.0,15.77,26.0,85.0,80.0,1007.7,17.6,254.0,96.0,63.0,100.0,34.0,11.1,4.5,6.1,2.2,1009.6,1004.9,55.8,0.0044656147662994,1.0,0.0,,0.0,Wednesday,1,2016.0,2496002.0,0.1772
2016-11-17,DKI1,56.0,,32.0,26.0,27.0,4.0,56.0,PM10,SEDANG,29.2,24.0,4.9,14.0,9.5,89.0,18.39,26.1,89.0,85.0,1008.2,23.0,89.0,95.0,79.0,100.0,57.0,13.7,4.9,7.9,0.8,1009.8,1006.0,24.010000000000005,0.0048601467962705,1.0,0.0,,0.0,Thursday,1,2016.0,917754.0,0.1302625
2016-11-17,DKI2,61.0,,30.0,24.0,70.0,18.0,70.0,O3,SEDANG,29.2,24.1,5.4,14.0,10.3,90.0,19.01,26.1,88.0,86.0,1008.1,23.8,90.0,94.0,78.0,99.0,54.0,13.9,5.3,6.5,1.3,1009.6,1005.7,28.62,0.0052574149389941,1.0,0.0,,0.0,Thursday,1,2016.0,1764614.0,0.12336875
2016-11-17,DKI3,47.0,,29.0,11.0,106.0,10.0,106.0,O3,TIDAK SEHAT,29.7,22.9,4.9,14.0,9.5,89.0,18.39,25.5,91.0,85.0,1000.7,23.0,89.0,99.0,78.0,100.0,57.0,13.7,4.9,7.9,0.8,1002.2,998.5,24.010000000000005,0.0048965723993204,1.0,0.0,,0.0,Thursday,1,2016.0,2206732.0,0.3716625
2016-11-17,DKI4,59.0,,23.0,11.0,100.0,10.0,100.0,O3,SEDANG,29.8,23.4,5.4,14.0,10.3,90.0,19.01,25.9,90.0,86.0,1004.8,23.8,90.0,98.0,78.0,99.0,54.0,13.9,5.3,6.5,1.3,1006.4,1002.5,28.62,0.0052746815286624,1.0,0.0,,0.0,Thursday,1,2016.0,2868910.0,0.46228125000000003
2016-11-17,DKI5,49.0,,11.0,39.0,78.0,7.0,78.0,O3,SEDANG,29.2,23.9,4.9,14.0,9.5,89.0,18.39,26.0,89.0,85.0,1007.3,23.0,89.0,95.0,79.0,100.0,57.0,13.7,4.9,7.9,0.8,1008.9,1005.1,24.010000000000005,0.0048644892286309,1.0,0.0,,0.0,Thursday,1,2016.0,2496002.0,0.19335625
2016-11-18,DKI1,59.0,,32.0,29.0,22.0,3.0,59.0,PM10,SEDANG,28.6,24.1,11.8,13.0,10.2,68.0,16.66,26.0,89.0,100.0,1008.0,27.4,68.0,96.0,79.0,100.0,99.0,13.6,4.5,5.4,1.8,1009.3,1006.4,53.1,0.0044642857142857,1.0,0.0,,0.0,Friday,1,2016.0,917754.0,0.131725
2016-11-18,DKI2,62.0,,39.0,33.0,72.0,15.0,72.0,O3,SEDANG,28.6,24.2,21.0,13.0,9.9,62.0,17.49,26.0,89.0,100.0,1007.8,28.1,62.0,96.0,79.0,100.0,99.0,14.0,4.7,5.8,2.1,1009.1,1006.3,98.7,0.004663623734868,1.0,0.0,,0.0,Friday,1,2016.0,1764614.0,0.1304375
2016-11-18,DKI3,59.0,,28.0,15.0,65.0,10.0,65.0,O3,SEDANG,29.3,22.9,11.8,13.0,10.2,68.0,16.66,25.5,91.0,100.0,1000.4,27.4,68.0,99.0,76.0,100.0,99.0,13.6,4.5,5.4,1.8,1001.8,998.9,53.1,0.0044982007197121,1.0,0.0,,0.0,Friday,1,2016.0,2206732.0,0.357425
2016-11-18,DKI4,74.0,,24.0,23.0,48.0,15.0,74.0,PM10,SEDANG,29.2,23.4,21.0,13.0,9.9,62.0,17.49,25.8,90.0,100.0,1004.5,28.1,62.0,99.0,77.0,100.0,99.0,14.0,4.7,5.8,2.1,1005.9,1003.1,98.7,0.0046789447486311,1.0,0.0,,0.0,Friday,1,2016.0,2868910.0,0.44136250000000005
2016-11-18,DKI5,47.0,,11.0,43.0,73.0,8.0,73.0,O3,SEDANG,28.5,24.1,11.8,13.0,10.2,68.0,16.66,25.9,89.0,100.0,1007.1,27.4,68.0,96.0,79.0,100.0,99.0,13.6,4.5,5.4,1.8,1008.4,1005.5,53.1,0.0044682752457551,1.0,0.0,,0.0,Friday,1,2016.0,2496002.0,0.2095125
2016-11-19,DKI1,59.0,,32.0,30.0,36.0,5.0,59.0,PM10,SEDANG,30.6,23.9,4.9,5.0,8.4,159.0,22.38,26.9,83.0,91.0,1007.2,20.5,159.0,96.0,67.0,100.0,70.0,12.0,4.8,5.0,2.3,1008.6,1004.6,23.52,0.0047656870532168,1.0,0.0,,1.0,Saturday,0,2016.0,917754.0,0.1331875
2016-11-19,DKI2,54.0,,24.0,35.0,80.0,18.0,80.0,O3,SEDANG,30.5,23.9,4.0,3.0,8.8,130.0,22.85,26.9,83.0,90.0,1006.9,20.2,130.0,96.0,66.0,100.0,67.0,12.0,4.9,4.0,1.5,1008.4,1004.8,19.6,0.0048664216903366,1.0,0.0,,1.0,Saturday,0,2016.0,1764614.0,0.13750625
2016-11-19,DKI4,58.0,,24.0,31.0,55.0,13.0,58.0,PM10,SEDANG,30.8,23.2,4.0,3.0,8.8,130.0,22.85,26.7,84.0,90.0,1003.7,20.2,130.0,98.0,66.0,100.0,67.0,12.0,4.9,4.0,1.5,1005.2,1001.6,19.6,0.0048819368337152,1.0,0.0,,1.0,Saturday,0,2016.0,2868910.0,0.42044375
2016-11-19,DKI5,12.0,,10.0,56.0,81.0,5.0,81.0,O3,SEDANG,30.5,23.8,4.9,5.0,8.4,159.0,22.38,26.9,83.0,91.0,1006.2,20.5,159.0,96.0,67.0,100.0,70.0,12.0,4.8,5.0,2.3,1007.7,1003.7,23.52,0.0047704233750745,1.0,0.0,,1.0,Saturday,0,2016.0,2496002.0,0.22566874999999997
2016-11-20,DKI1,53.0,,32.0,29.0,24.0,3.0,53.0,PM10,SEDANG,29.7,23.9,12.0,13.0,7.6,126.0,17.52,26.4,88.0,97.0,1007.1,24.1,126.0,97.0,75.0,100.0,92.0,13.4,4.1,5.0,1.1,1008.9,1004.7,49.2,0.0040710952239102,1.0,0.0,,1.0,Sunday,0,2016.0,917754.0,0.13465
2016-11-20,DKI2,53.0,,25.0,37.0,58.0,14.0,58.0,O3,SEDANG,29.6,23.9,19.5,13.0,8.7,133.0,18.75,26.4,87.0,98.0,1006.9,24.5,133.0,97.0,75.0,100.0,91.0,13.8,4.5,6.1,1.3,1008.7,1004.6,87.75,0.0044691627768398,1.0,0.0,,1.0,Sunday,0,2016.0,1764614.0,0.144575
2016-11-20,DKI4,60.0,,23.0,25.0,43.0,10.0,60.0,PM10,SEDANG,29.8,23.2,19.5,13.0,8.7,133.0,18.75,26.1,89.0,98.0,1003.7,24.5,133.0,99.0,73.0,100.0,91.0,13.8,4.5,6.1,1.3,1005.5,1001.4,87.75,0.0044834113779017,1.0,0.0,,1.0,Sunday,0,2016.0,2868910.0,0.399525
2016-11-20,DKI5,11.0,,9.0,40.0,63.0,4.0,63.0,O3,SEDANG,29.6,23.9,12.0,13.0,7.6,126.0,17.52,26.3,88.0,97.0,1006.2,24.1,126.0,97.0,75.0,100.0,92.0,13.4,4.1,5.0,1.1,1008.0,1003.8,49.2,0.0040747366328761,1.0,0.0,,1.0,Sunday,0,2016.0,2496002.0,0.24182499999999998
2016-11-21,DKI1,53.0,,31.0,28.0,25.0,4.0,53.0,PM10,SEDANG,29.3,24.3,14.9,12.0,8.7,227.0,13.55,26.0,88.0,100.0,1008.2,24.5,227.0,97.0,74.0,100.0,98.0,12.7,5.4,7.2,0.7,1009.8,1006.5,80.46000000000001,0.0053560801428288,1.0,0.0,,0.0,Monday,1,2016.0,917754.0,0.1361125
2016-11-21,DKI2,50.0,,29.0,25.0,65.0,15.0,65.0,O3,SEDANG,29.3,24.3,17.1,12.0,7.5,230.0,14.71,26.1,87.0,100.0,1008.0,24.8,230.0,97.0,73.0,100.0,97.0,13.8,5.2,8.6,1.3,1009.7,1006.4,88.92000000000002,0.0051587301587301,1.0,0.0,,0.0,Monday,1,2016.0,1764614.0,0.15164375
2016-11-21,DKI4,61.0,,24.0,17.0,37.0,13.0,61.0,PM10,SEDANG,29.6,23.7,17.1,12.0,7.5,230.0,14.71,25.9,89.0,100.0,1004.8,24.8,230.0,98.0,72.0,100.0,97.0,13.8,5.2,8.6,1.3,1006.5,1003.2,88.92000000000002,0.0051751592356687,1.0,0.0,,0.0,Monday,1,2016.0,2868910.0,0.37860625000000003
2016-11-21,DKI5,27.0,,8.0,40.0,53.0,5.0,53.0,O3,SEDANG,29.2,24.2,14.9,12.0,8.7,227.0,13.55,26.0,88.0,100.0,1007.3,24.5,227.0,97.0,74.0,100.0,98.0,12.7,5.4,7.2,0.7,1008.9,1005.6,80.46000000000001,0.0053608656805321,1.0,0.0,,0.0,Monday,1,2016.0,2496002.0,0.25798125
2016-11-22,DKI1,61.0,,32.0,28.0,58.0,6.0,61.0,PM10,SEDANG,30.9,23.8,5.1,10.0,8.2,211.0,20.6,26.7,84.0,93.0,1008.7,23.8,211.0,96.0,66.0,100.0,44.0,13.1,5.2,6.8,0.7,1010.9,1006.8,26.52,0.0051551501933181,1.0,0.0,,0.0,Tuesday,1,2016.0,917754.0,0.137575
2016-11-22,DKI2,66.0,,29.0,31.0,119.0,29.0,119.0,O3,TIDAK SEHAT,30.8,23.8,3.5,9.0,9.5,205.0,20.47,26.7,83.0,93.0,1008.5,22.3,205.0,95.0,65.0,100.0,56.0,12.9,5.1,6.8,1.9,1010.8,1006.0,17.849999999999998,0.0050570153693604,1.0,0.0,,0.0,Tuesday,1,2016.0,1764614.0,0.1587125
2016-11-22,DKI3,54.0,,29.0,14.0,105.0,6.0,105.0,O3,TIDAK SEHAT,31.5,22.8,5.1,10.0,8.2,211.0,20.6,26.2,86.0,93.0,1001.1,23.8,211.0,98.0,65.0,100.0,44.0,13.1,5.2,6.8,0.7,1003.3,999.3,26.52,0.0051942862850864,1.0,0.0,,0.0,Tuesday,1,2016.0,2206732.0,0.300475
2016-11-22,DKI4,65.0,,,20.0,,,65.0,PM10,SEDANG,31.3,23.0,3.5,9.0,9.5,205.0,20.47,26.5,84.0,93.0,1005.3,22.3,205.0,97.0,66.0,100.0,56.0,12.9,5.1,6.8,1.9,1007.6,1002.8,17.849999999999998,0.0050731125037302,1.0,0.0,,0.0,Tuesday,1,2016.0,2868910.0,0.35768750000000005
2016-11-22,DKI5,26.0,,10.0,42.0,121.0,4.0,121.0,O3,TIDAK SEHAT,30.9,23.7,5.1,10.0,8.2,211.0,20.6,26.6,84.0,93.0,1007.8,23.8,211.0,96.0,66.0,100.0,44.0,13.1,5.2,6.8,0.7,1010.0,1005.9,26.52,0.0051597539194284,1.0,0.0,,0.0,Tuesday,1,2016.0,2496002.0,0.2741375
2016-11-23,DKI1,57.0,,31.0,27.0,60.0,5.0,60.0,O3,SEDANG,30.3,23.9,10.2,11.0,11.1,235.0,21.82,26.7,83.0,71.0,1008.1,26.3,235.0,95.0,68.0,100.0,20.0,12.4,5.0,6.8,2.5,1010.0,1005.6,51.0,0.0049598254141454,1.0,0.0,,0.0,Wednesday,1,2016.0,917754.0,0.1390375
2016-11-23,DKI2,63.0,,26.0,32.0,148.0,21.0,148.0,O3,TIDAK SEHAT,30.3,23.9,7.4,11.0,10.3,244.0,21.45,26.8,82.0,72.0,1007.9,24.5,244.0,96.0,68.0,100.0,11.0,12.4,5.2,5.8,2.4,1009.9,1005.2,38.48,0.0051592419882924,1.0,0.0,,0.0,Wednesday,1,2016.0,1764614.0,0.16578125
2016-11-23,DKI3,54.0,,29.0,11.0,83.0,9.0,83.0,O3,SEDANG,30.8,23.3,10.2,11.0,11.1,235.0,21.82,26.3,87.0,71.0,1000.6,26.3,235.0,99.0,68.0,100.0,20.0,12.4,5.0,6.8,2.5,1002.4,998.2,51.0,0.0049970017989206,1.0,0.0,,0.0,Wednesday,1,2016.0,2206732.0,0.28623750000000003
2016-11-23,DKI4,66.0,,,,,,66.0,PM10,SEDANG,30.8,23.6,7.4,11.0,10.3,244.0,21.45,26.6,84.0,72.0,1004.7,24.5,244.0,98.0,67.0,100.0,11.0,12.4,5.2,5.8,2.4,1006.6,1002.0,38.48,0.0051756743306459,1.0,0.0,,0.0,Wednesday,1,2016.0,2868910.0,0.33676875000000006
2016-11-23,DKI5,29.0,,10.0,31.0,117.0,4.0,117.0,O3,TIDAK SEHAT,30.2,23.9,10.2,11.0,11.1,235.0,21.82,26.6,83.0,71.0,1007.2,26.3,235.0,95.0,68.0,100.0,20.0,12.4,5.0,6.8,2.5,1009.1,1004.7,51.0,0.0049642573471008,1.0,0.0,,0.0,Wednesday,1,2016.0,2496002.0,0.29029374999999996
2016-11-24,DKI1,63.0,,32.0,32.0,21.0,4.0,63.0,PM10,SEDANG,29.2,24.3,4.5,12.0,9.0,244.0,15.69,26.6,85.0,94.0,1007.6,22.0,244.0,95.0,74.0,100.0,46.0,12.8,5.8,7.6,3.7,1009.3,1004.9,26.1,0.0057562524811433,1.0,0.0,,0.0,Thursday,1,2016.0,917754.0,0.14049999999999999
2016-11-24,DKI2,65.0,,29.0,33.0,82.0,17.0,82.0,O3,SEDANG,29.3,24.3,5.5,15.0,8.4,256.0,17.68,26.7,85.0,95.0,1007.3,25.2,256.0,95.0,72.0,100.0,56.0,12.9,5.8,7.2,3.1,1009.0,1004.7,31.9,0.005757966842053,1.0,0.0,,0.0,Thursday,1,2016.0,1764614.0,0.17285
2016-11-24,DKI3,59.0,,28.0,18.0,73.0,13.0,73.0,O3,SEDANG,29.3,23.5,4.5,12.0,9.0,244.0,15.69,26.1,88.0,94.0,1000.0,22.0,244.0,98.0,71.0,100.0,46.0,12.8,5.8,7.6,3.7,1001.8,997.4,26.1,0.0058,1.0,0.0,,0.0,Thursday,1,2016.0,2206732.0,0.272
2016-11-24,DKI4,64.0,,,,,,64.0,PM10,SEDANG,29.3,23.9,5.5,15.0,8.4,256.0,17.68,26.5,87.0,95.0,1004.1,25.2,256.0,96.0,70.0,100.0,56.0,12.9,5.8,7.2,3.1,1005.8,1001.5,31.9,0.0057763170998904,1.0,0.0,,0.0,Thursday,1,2016.0,2868910.0,0.3158500000000001
2016-11-24,DKI5,51.0,,11.0,59.0,65.0,4.0,65.0,O3,SEDANG,29.2,24.3,4.5,12.0,9.0,244.0,15.69,26.6,85.0,94.0,1006.7,22.0,244.0,95.0,74.0,100.0,46.0,12.8,5.8,7.6,3.7,1008.4,1004.0,26.1,0.0057613986291844,1.0,0.0,,0.0,Thursday,1,2016.0,2496002.0,0.30645
2016-11-25,DKI1,29.0,,32.0,21.0,10.0,2.0,32.0,SO2,BAIK,29.2,24.4,1.4,5.0,8.4,240.0,16.6,26.6,84.0,100.0,1007.5,31.3,240.0,95.0,71.0,100.0,99.0,14.4,5.9,2.9,1.3,1009.3,1005.6,8.26,0.0058560794044665,1.0,0.0,,0.0,Friday,1,2016.0,917754.0,0.1419625
2016-11-25,DKI2,28.0,,22.0,20.0,41.0,7.0,41.0,O3,BAIK,29.3,24.5,4.5,5.0,8.6,250.0,17.31,26.6,83.0,99.0,1007.2,32.4,250.0,95.0,70.0,100.0,95.0,14.1,6.0,2.9,1.0,1008.9,1005.4,27.0,0.005957108816521,1.0,0.0,,0.0,Friday,1,2016.0,1764614.0,0.17991875000000002
2016-11-25,DKI3,51.0,,28.0,11.0,34.0,5.0,51.0,PM10,SEDANG,29.6,23.5,1.4,5.0,8.4,240.0,16.6,26.2,85.0,100.0,999.9,31.3,240.0,99.0,70.0,100.0,99.0,14.4,5.9,2.9,1.3,1001.8,998.1,8.26,0.0059005900590059,1.0,0.0,,0.0,Friday,1,2016.0,2206732.0,0.2577625
2016-11-25,DKI4,49.0,,24.0,11.0,26.0,8.0,49.0,PM10,BAIK,29.8,23.9,4.5,5.0,8.6,250.0,17.31,26.4,84.0,99.0,1004.0,32.4,250.0,98.0,69.0,100.0,95.0,14.1,6.0,2.9,1.0,1005.7,1002.2,27.0,0.0059760956175298,1.0,0.0,,0.0,Friday,1,2016.0,2868910.0,0.29493125000000003
2016-11-25,DKI5,,,9.0,31.0,32.0,1.0,32.0,O3,BAIK,29.2,24.4,1.4,5.0,8.4,240.0,16.6,26.5,84.0,100.0,1006.6,31.3,240.0,95.0,71.0,100.0,99.0,14.4,5.9,2.9,1.3,1008.4,1004.7,8.26,0.0058613153188952,1.0,0.0,,0.0,Friday,1,2016.0,2496002.0,0.32260625
2016-11-26,DKI1,67.0,,34.0,26.0,23.0,4.0,67.0,PM10,SEDANG,29.5,24.3,1.1,6.0,10.8,268.0,17.95,26.7,84.0,88.0,1007.5,18.0,268.0,94.0,73.0,100.0,36.0,12.1,4.3,3.6,1.5,1009.3,1005.3,4.73,0.0042679900744416,1.0,0.0,,1.0,Saturday,0,2016.0,917754.0,0.143425
2016-11-26,DKI2,61.0,,26.0,27.0,73.0,11.0,73.0,O3,SEDANG,29.5,24.5,3.6,8.0,10.4,283.0,18.63,26.8,84.0,84.0,1007.2,22.0,283.0,94.0,73.0,100.0,25.0,12.5,4.2,4.3,0.8,1009.1,1005.1,15.12,0.0041699761715647,1.0,0.0,,1.0,Saturday,0,2016.0,1764614.0,0.1869875
2016-11-26,DKI3,63.0,,34.0,15.0,86.0,10.0,86.0,O3,SEDANG,29.9,23.0,1.1,6.0,10.8,268.0,17.95,26.1,86.0,88.0,999.9,18.0,268.0,98.0,71.0,100.0,36.0,12.1,4.3,3.6,1.5,1001.7,997.8,4.73,0.0043004300430043,1.0,0.0,,1.0,Saturday,0,2016.0,2206732.0,0.243525
2016-11-26,DKI4,75.0,,25.0,19.0,66.0,12.0,75.0,PM10,SEDANG,30.0,23.7,3.6,8.0,10.4,283.0,18.63,26.5,85.0,84.0,1004.0,22.0,283.0,96.0,72.0,100.0,25.0,12.5,4.2,4.3,0.8,1005.9,1001.9,15.12,0.0041832669322709,1.0,0.0,,1.0,Saturday,0,2016.0,2868910.0,0.27401250000000005
2016-11-26,DKI5,,,18.0,39.0,78.0,7.0,78.0,O3,SEDANG,29.4,24.2,1.1,6.0,10.8,268.0,17.95,26.6,84.0,88.0,1006.6,18.0,268.0,94.0,73.0,100.0,36.0,12.1,4.3,3.6,1.5,1008.4,1004.4,4.73,0.0042718060798728,1.0,0.0,,1.0,Saturday,0,2016.0,2496002.0,0.33876249999999997
2016-11-27,DKI1,77.0,,32.0,39.0,29.0,4.0,77.0,PM10,SEDANG,30.1,24.4,11.0,12.0,7.4,170.0,20.52,26.7,86.0,99.0,1007.6,23.0,170.0,97.0,71.0,100.0,91.0,13.4,4.8,6.1,0.4,1009.7,1006.0,52.8,0.0047637951568082,1.0,0.0,,1.0,Sunday,0,2016.0,917754.0,0.1448875
2016-11-27,DKI2,84.0,,42.0,42.0,60.0,18.0,84.0,PM10,SEDANG,30.1,24.4,18.7,12.0,8.6,184.0,21.19,26.7,86.0,99.0,1007.4,24.5,184.0,97.0,71.0,100.0,95.0,13.6,4.9,7.2,0.8,1009.4,1005.6,91.63,0.0048640063529878,1.0,0.0,,1.0,Sunday,0,2016.0,1764614.0,0.19405624999999999
2016-11-27,DKI3,73.0,,29.0,21.0,87.0,12.0,87.0,O3,SEDANG,30.6,23.2,11.0,12.0,7.4,170.0,20.52,26.0,88.0,99.0,1000.1,23.0,170.0,99.0,70.0,100.0,91.0,13.4,4.8,6.1,0.4,1002.1,998.5,52.8,0.0047995200479952,1.0,0.0,,1.0,Sunday,0,2016.0,2206732.0,0.22928749999999998
2016-11-27,DKI4,93.0,,24.0,41.0,50.0,9.0,93.0,PM10,SEDANG,30.6,23.7,18.7,12.0,8.6,184.0,21.19,26.3,87.0,99.0,1004.2,24.5,184.0,98.0,69.0,100.0,95.0,13.6,4.9,7.2,0.8,1006.1,1002.4,91.63,0.0048795060744871,1.0,0.0,,1.0,Sunday,0,2016.0,2868910.0,0.25309375
2016-11-27,DKI5,32.0,,11.0,78.0,78.0,6.0,78.0,CO,SEDANG,30.0,24.3,11.0,12.0,7.4,170.0,20.52,26.6,86.0,99.0,1006.7,23.0,170.0,97.0,71.0,100.0,91.0,13.4,4.8,6.1,0.4,1008.8,1005.1,52.8,0.0047680540379457,1.0,0.0,,1.0,Sunday,0,2016.0,2496002.0,0.35491874999999995
2016-11-28,DKI1,65.0,,31.0,31.0,22.0,4.0,65.0,PM10,SEDANG,28.3,24.3,20.2,21.0,8.2,280.0,14.88,26.1,90.0,100.0,1008.9,25.9,280.0,96.0,82.0,100.0,99.0,16.1,5.3,8.3,1.6,1011.1,1006.4,107.06,0.0052532461096243,1.0,0.0,,0.0,Monday,1,2016.0,917754.0,0.14635
2016-11-28,DKI2,70.0,,37.0,33.0,58.0,18.0,70.0,PM10,SEDANG,28.2,24.3,27.2,21.0,9.9,286.0,15.8,26.0,90.0,100.0,1008.6,27.0,286.0,95.0,82.0,100.0,99.0,16.9,6.2,7.9,2.4,1010.9,1006.3,168.64,0.0061471346420781,1.0,0.0,,0.0,Monday,1,2016.0,1764614.0,0.201125
